niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
1.0000e+00,1.0000e+00,1.9960e-01,-1.6663e+05,-1.6664e+05,-1.9980e-03,-1.6664e+05,1.1750e-01,6.9098e+00,inf,7.3609e+02,8.9433e-02,-1.9313e-03,1.2109e+00,4.3716e-01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6554e+05,-1.6555e+05,-3.9960e-03,-1.6555e+05,1.1751e-01,6.9118e+00,1.1825e+05,7.3755e+02,-3.2642e-01,-9.0451e-03,1.0240e+00,2.7485e+00
3.0000e+00,1.0000e+00,5.9642e-01,-1.6390e+05,-1.6391e+05,-5.9940e-03,-1.6391e+05,1.1753e-01,6.9138e+00,1.1716e+05,7.3901e+02,-5.9021e-02,-9.7485e-01,4.9564e+00,6.5912e-01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6381e+05,-1.6381e+05,-7.9920e-03,-1.6381e+05,1.1755e-01,6.9157e+00,1.1552e+05,7.4048e+02,-8.5755e-02,-8.1427e-01,4.9239e+00,8.5790e-01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6379e+05,-1.6380e+05,-9.9900e-03,-1.6380e+05,1.1757e-01,6.9177e+00,1.1542e+05,7.4195e+02,2.2360e-01,-3.2409e-02,4.7201e+00,1.5590e+00
6.0000e+00,1.0000e+00,1.1858e+00,-1.6373e+05,-1.6374e+05,-1.1988e-02,-1.6374e+05,1.1758e-01,6.9197e+00,1.1541e+05,7.4342e+02,2.1493e-01,-1.1461e-01,4.1171e+00,3.5128e-01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6370e+05,-1.6371e+05,-1.3986e-02,-1.6371e+05,1.1760e-01,6.9217e+00,1.1535e+05,7.4487e+02,1.6303e-01,-4.3295e-01,4.9779e+00,1.5120e+00
8.0000e+00,2.0000e+00,1.5717e+00,-1.6362e+05,-1.6363e+05,-1.5984e-02,-1.6363e+05,1.1762e-01,6.9237e+00,1.1532e+05,7.4785e+02,1.7170e-01,-8.9924e-02,3.5155e+00,1.3447e+00
9.0000e+00,1.0000e+00,1.7647e+00,-1.6362e+05,-1.6363e+05,-1.7982e-02,-1.6363e+05,1.1079e-01,6.1437e+00,1.1524e+05,7.4930e+02,1.2576e-01,-2.6862e-01,4.8458e+00,1.0059e+00
1.0000e+01,1.0000e+00,1.9569e+00,-1.6362e+05,-1.6363e+05,-1.9980e-02,-1.6363e+05,1.0945e-01,5.9951e+00,1.1524e+05,7.5083e+02,-1.7188e-01,-2.9075e-02,4.0954e+00,1.1410e+00
1.1000e+01,1.0000e+00,2.1484e+00,-1.6355e+05,-1.6356e+05,-2.1978e-02,-1.6356e+05,1.1767e-01,6.9297e+00,1.1524e+05,7.5230e+02,2.3054e-01,-2.4578e-01,4.6667e+00,3.9785e-01
1.2000e+01,1.0000e+00,2.3392e+00,-1.6354e+05,-1.6354e+05,-2.3976e-02,-1.6354e+05,1.1768e-01,6.9314e+00,1.1517e+05,7.5376e+02,2.2683e-01,-2.5070e-01,4.7309e+00,7.9845e-01
1.3000e+01,1.0000e+00,2.5292e+00,-1.6349e+05,-1.6350e+05,-2.5974e-02,-1.6350e+05,1.1770e-01,6.9337e+00,1.1516e+05,7.5523e+02,-5.6626e-02,-6.8850e-01,4.6737e+00,5.0014e-01
1.4000e+01,1.0000e+00,2.7184e+00,-1.6348e+05,-1.6349e+05,-2.7972e-02,-1.6349e+05,1.1771e-01,6.9342e+00,1.1511e+05,7.5668e+02,2.3991e-01,-2.1079e-01,3.4573e+00,1.3504e+00
1.5000e+01,1.0000e+00,2.9070e+00,-1.6348e+05,-1.6349e+05,-2.9970e-02,-1.6349e+05,1.0945e-01,5.9960e+00,1.1510e+05,7.5813e+02,-2.9304e-01,-4.1694e-01,4.7198e+00,5.5263e-01
1.6000e+01,1.0000e+00,3.0948e+00,-1.6345e+05,-1.6346e+05,-3.1968e-02,-1.6346e+05,1.1775e-01,6.9397e+00,1.1510e+05,7.5960e+02,7.6013e-02,-1.8267e-01,4.7070e+00,1.7356e+00
1.7000e+01,1.0000e+00,3.2819e+00,-1.6344e+05,-1.6344e+05,-3.3966e-02,-1.6344e+05,1.1777e-01,6.9417e+00,1.1507e+05,7.6107e+02,-2.9966e-01,-1.9783e-01,4.5985e+00,9.0254e-01
1.8000e+01,1.0000e+00,3.4682e+00,-1.6343e+05,-1.6343e+05,-3.5964e-02,-1.6343e+05,1.1778e-01,6.9433e+00,1.1506e+05,7.6252e+02,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00
1.9000e+01,1.0000e+00,3.6538e+00,-1.6343e+05,-1.6343e+05,-3.7962e-02,-1.6343e+05,1.0808e-01,5.8463e+00,1.1505e+05,7.6401e+02,2.4579e-01,-4.3294e-01,4.4462e+00,8.2025e-01
2.0000e+01,1.0000e+00,3.8388e+00,-1.6341e+05,-1.6342e+05,-3.9960e-02,-1.6342e+05,1.1782e-01,6.9474e+00,1.1504e+05,7.6551e+02,1.1177e-01,-9.0796e-01,4.5512e+00,2.2987e-01
2.1000e+01,1.0000e+00,4.0230e+00,-1.6341e+05,-1.6342e+05,-4.1958e-02,-1.6342e+05,1.0826e-01,5.8659e+00,1.1503e+05,7.6709e+02,-2.6385e-02,-2.0547e-01,4.1429e+00,1.2453e+00
2.2000e+01,1.0000e+00,4.2065e+00,-1.6341e+05,-1.6341e+05,-4.3956e-02,-1.6341e+05,1.1776e-01,6.9407e+00,1.1503e+05,7.6862e+02,-4.5696e-01,-8.5255e-02,4.3227e+00,1.3561e+00
2.3000e+01,1.0000e+00,4.3893e+00,-1.6339e+05,-1.6340e+05,-4.5954e-02,-1.6340e+05,1.1787e-01,6.9537e+00,1.1502e+05,7.7008e+02,8.7792e-02,-3.9400e-01,4.4870e+00,7.7891e-01
2.4000e+01,1.0000e+00,4.5714e+00,-1.6337e+05,-1.6338e+05,-4.7952e-02,-1.6338e+05,1.1789e-01,6.9557e+00,1.1501e+05,7.7157e+02,-2.2098e-02,-8.3405e-01,4.4965e+00,8.5498e-01
2.5000e+01,1.0000e+00,4.7529e+00,-1.6337e+05,-1.6338e+05,-4.9950e-02,-1.6338e+05,1.0891e-01,5.9368e+00,1.1499e+05,7.7302e+02,1.8245e-01,-8.7670e-01,4.5791e+00,1.7200e+00
