nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-1.2770e+06,-1.2770e+06,-3.3278e-03,-inf,1.4594e-01,6.4001e+00,inf,2.4099e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,2.9033e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-1.2605e+06,-1.2605e+06,-6.6556e-03,-inf,1.4598e-01,6.4036e+00,5.1568e+05,2.4195e+03,3.4996e-01,-9.4174e-01,6.8559e+00,1.0990e+01,2.9032e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-1.2483e+06,-1.2483e+06,-9.9834e-03,-inf,1.4602e-01,6.4069e+00,4.9921e+05,2.4284e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,2.9424e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-1.2274e+06,-1.2274e+06,-1.3311e-02,-inf,1.4606e-01,6.4104e+00,4.8693e+05,2.4363e+03,-1.3923e+00,-1.0967e+00,6.9100e+00,2.5665e+00,2.9597e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-1.2254e+06,-1.2254e+06,-1.6639e-02,-inf,1.4609e-01,6.4136e+00,4.6605e+05,2.4439e+03,-1.1025e+00,-1.1121e+00,6.6238e+00,1.3462e+01,2.9408e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-1.2235e+06,-1.2235e+06,-1.9967e-02,-inf,1.4613e-01,6.4168e+00,4.6403e+05,2.4525e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.3659e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-1.2012e+06,-1.2012e+06,-2.3295e-02,-inf,1.4617e-01,6.4203e+00,4.6219e+05,2.4607e+03,-2.8802e-01,-7.0407e-02,6.8380e+00,1.8608e+01,2.9923e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-1.2001e+06,-1.2001e+06,-2.6622e-02,-inf,1.4621e-01,6.4235e+00,4.3988e+05,2.4685e+03,-4.4655e-01,-7.4055e-01,6.4076e+00,1.2859e+01,2.9113e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-1.1972e+06,-1.1972e+06,-2.9950e-02,-inf,1.4624e-01,6.4267e+00,4.3877e+05,2.4772e+03,-1.1096e+00,-1.8852e+00,6.5737e+00,1.6630e+01,2.9795e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-1.1959e+06,-1.1959e+06,-3.3278e-02,-inf,1.4628e-01,6.4302e+00,4.3583e+05,2.4852e+03,-4.7656e-01,-3.1277e-01,6.9677e+00,1.2652e+01,3.0427e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-1.1892e+06,-1.1892e+06,-3.6606e-02,-inf,1.4632e-01,6.4335e+00,4.3455e+05,2.4929e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.3494e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-1.1801e+06,-1.1801e+06,-3.9933e-02,-inf,1.4636e-01,6.4370e+00,4.2789e+05,2.5029e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.3413e+01
2.0000e+03,1.3000e+01,1.0000e+00,4.1534e+00,-1.1688e+06,-1.1688e+06,-4.3261e-02,-inf,1.4640e-01,6.4402e+00,4.1871e+05,2.5114e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.3215e+01
2.0000e+03,1.4000e+01,1.0000e+00,4.4586e+00,-1.1669e+06,-1.1669e+06,-4.6589e-02,-inf,1.4643e-01,6.4434e+00,4.0742e+05,2.5189e+03,-6.5678e-01,-1.3567e-01,6.3382e+00,8.9590e+00,2.9146e+01
2.0000e+03,1.5000e+01,1.0000e+00,4.7619e+00,-1.1646e+06,-1.1646e+06,-4.9917e-02,-inf,1.4647e-01,6.4469e+00,4.0558e+05,2.5253e+03,-3.3578e-01,-1.8645e+00,2.0298e+00,9.4134e+00,3.2951e+01
2.0000e+03,1.6000e+01,1.0000e+00,5.0633e+00,-1.1612e+06,-1.1612e+06,-5.3245e-02,-inf,1.4651e-01,6.4501e+00,4.0327e+05,2.5329e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00,3.3666e+01
2.0000e+03,1.7000e+01,1.0000e+00,5.3628e+00,-1.1605e+06,-1.1605e+06,-5.6572e-02,-inf,1.4655e-01,6.4536e+00,3.9988e+05,2.5408e+03,-1.4214e+00,-1.1364e+00,6.2714e+00,8.5043e+00,2.9442e+01
2.0000e+03,1.8000e+01,1.0000e+00,5.6604e+00,-1.1585e+06,-1.1585e+06,-5.9900e-02,-inf,1.4658e-01,6.4568e+00,3.9914e+05,2.5486e+03,-1.1895e+00,-1.2780e+00,6.7754e+00,2.6902e+00,3.0364e+01
2.0000e+03,1.9000e+01,1.0000e+00,5.9561e+00,-1.1538e+06,-1.1538e+06,-6.3228e-02,-inf,1.4662e-01,6.4601e+00,3.9715e+05,2.5576e+03,6.1261e-02,-3.5701e-01,6.7670e+00,1.2238e+01,3.0450e+01
2.0000e+03,2.0000e+01,1.0000e+00,6.2500e+00,-1.1508e+06,-1.1508e+06,-6.6556e-02,-inf,1.4666e-01,6.4636e+00,3.9244e+05,2.5642e+03,-1.4565e+00,-1.1033e+00,6.4656e+00,1.5540e+01,3.0246e+01
2.0000e+03,2.1000e+01,1.0000e+00,6.5421e+00,-1.1493e+06,-1.1493e+06,-6.9884e-02,-inf,1.4670e-01,6.4668e+00,3.8947e+05,2.5729e+03,-5.4445e-01,-1.3866e+00,2.2830e+00,1.8743e+01,3.3520e+01
2.0000e+03,2.2000e+01,1.0000e+00,6.8323e+00,-1.1439e+06,-1.1439e+06,-7.3211e-02,-inf,1.4673e-01,6.4700e+00,3.8796e+05,2.5808e+03,-4.6073e-01,-1.5844e+00,6.3755e+00,4.5606e+00,2.9693e+01
2.0000e+03,2.3000e+01,1.0000e+00,7.1207e+00,-1.1437e+06,-1.1437e+06,-7.6539e-02,-inf,1.4677e-01,6.4735e+00,3.8260e+05,2.5878e+03,-7.5315e-01,-1.9752e+00,6.6095e+00,1.7478e+01,3.0759e+01
2.0000e+03,2.4000e+01,1.0000e+00,7.4074e+00,-1.1427e+06,-1.1427e+06,-7.9867e-02,-inf,1.4681e-01,6.4767e+00,3.8239e+05,2.5969e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.2517e+01
2.0000e+03,2.5000e+01,1.0000e+00,7.6923e+00,-1.1413e+06,-1.1413e+06,-8.3195e-02,-inf,1.4685e-01,6.4802e+00,3.8138e+05,2.6049e+03,-9.0272e-01,-2.7678e-01,6.5290e+00,1.5395e+01,3.0306e+01
2.0000e+03,2.6000e+01,1.0000e+00,7.9755e+00,-1.1395e+06,-1.1395e+06,-8.6523e-02,-inf,1.4689e-01,6.4834e+00,3.7997e+05,2.6135e+03,1.2071e-01,-7.1798e-02,6.7886e+00,1.1864e+01,3.0558e+01
2.0000e+03,2.7000e+01,2.0000e+00,8.2317e+00,-1.1382e+06,-1.1382e+06,-8.9850e-02,-inf,1.4692e-01,6.4867e+00,3.7812e+05,2.6279e+03,-1.4148e+00,-1.5044e+00,2.2251e+00,1.4139e+01,3.3174e+01
2.0000e+03,2.8000e+01,1.0000e+00,8.5106e+00,-1.1339e+06,-1.1339e+06,-9.3178e-02,-inf,1.4696e-01,6.4902e+00,3.7687e+05,2.6361e+03,2.9380e-02,-1.2814e+00,2.4400e+00,1.4618e+01,3.3405e+01
2.0000e+03,2.9000e+01,1.0000e+00,8.7879e+00,-1.1329e+06,-1.1329e+06,-9.6506e-02,-inf,1.4700e-01,6.4934e+00,3.7260e+05,2.6449e+03,-7.6070e-01,-7.9133e-01,2.5155e+00,1.6067e+01,3.3728e+01
2.0000e+03,3.0000e+01,1.0000e+00,9.0634e+00,-1.1313e+06,-1.1313e+06,-9.9834e-02,-inf,1.4704e-01,6.4969e+00,3.7159e+05,2.6511e+03,-1.1131e+00,-5.1990e-01,6.7836e+00,1.0366e+01,3.1150e+01
2.0000e+03,3.1000e+01,2.0000e+00,9.3093e+00,-1.1305e+06,-1.1305e+06,-1.0316e-01,-inf,1.4707e-01,6.5001e+00,3.6996e+05,2.6678e+03,-8.3999e-01,-7.8665e-01,6.1108e+00,1.2597e+01,2.9590e+01
2.0000e+03,3.2000e+01,2.0000e+00,9.5522e+00,-1.1287e+06,-1.1287e+06,-1.0649e-01,-inf,1.4711e-01,6.5033e+00,3.6913e+05,2.6876e+03,-1.4832e+00,-1.0569e+00,6.2621e+00,1.8471e+01,3.0157e+01
2.0000e+03,3.3000e+01,1.0000e+00,9.8214e+00,-1.1287e+06,-1.1287e+06,-1.0982e-01,-inf,1.4715e-01,6.5069e+00,3.6738e+05,2.6953e+03,-1.2742e+00,-1.1239e+00,2.3554e+00,1.6343e+01,3.3331e+01
2.0000e+03,3.4000e+01,1.0000e+00,1.0089e+01,-1.1273e+06,-1.1273e+06,-1.1314e-01,-inf,1.4719e-01,6.5101e+00,3.6736e+05,2.7033e+03,3.8874e-01,-1.3535e+00,2.4872e+00,1.8953e+01,3.3285e+01
2.0000e+03,3.5000e+01,1.0000e+00,1.0355e+01,-1.1242e+06,-1.1242e+06,-1.1647e-01,-inf,1.4722e-01,6.5133e+00,5.6762e+05,2.7100e+03,-8.5361e-01,-8.1904e-01,6.2695e+00,5.8125e+00,2.9865e+01
2.0000e+03,3.6000e+01,1.0000e+00,1.0619e+01,-1.1234e+06,-1.1234e+06,-1.1980e-01,-inf,1.4726e-01,6.5168e+00,5.6455e+05,2.7187e+03,-1.1924e+00,-4.4556e-01,2.2948e+00,1.6745e+00,3.2321e+01
2.0000e+03,3.7000e+01,1.0000e+00,1.0882e+01,-1.1216e+06,-1.1216e+06,-1.2313e-01,-inf,1.4730e-01,6.5200e+00,5.6374e+05,2.7254e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00,3.1902e+01
2.0000e+03,3.8000e+01,1.0000e+00,1.1144e+01,-1.1214e+06,-1.1214e+06,-1.2646e-01,-inf,1.4734e-01,6.5235e+00,5.6195e+05,2.7315e+03,-1.5434e-01,-1.8251e+00,6.4348e+00,1.5671e+01,3.0587e+01
2.0000e+03,3.9000e+01,1.0000e+00,1.1404e+01,-1.1210e+06,-1.1210e+06,-1.2978e-01,-inf,1.4738e-01,6.5267e+00,5.6173e+05,2.7398e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00,3.2959e+01
2.0000e+03,4.0000e+01,1.0000e+00,1.1662e+01,-1.1098e+06,-1.1098e+06,-1.3311e-01,-inf,1.4741e-01,6.5299e+00,5.6132e+05,2.7461e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01,3.1709e+01
2.0000e+03,4.1000e+01,1.0000e+00,1.1919e+01,-1.1097e+06,-1.1097e+06,-1.3644e-01,-inf,1.4745e-01,6.5334e+00,5.5016e+05,2.7536e+03,-5.3756e-01,-1.9301e+00,2.5545e+00,1.7918e+01,3.3461e+01
2.0000e+03,4.2000e+01,1.0000e+00,1.2174e+01,-1.1089e+06,-1.1089e+06,-1.3977e-01,-inf,1.4749e-01,6.5367e+00,5.5001e+05,2.7626e+03,-1.2364e+00,-1.4564e-01,6.1390e+00,7.9154e+00,2.9703e+01
2.0000e+03,4.3000e+01,1.0000e+00,1.2428e+01,-1.1070e+06,-1.1070e+06,-1.4309e-01,-inf,1.4753e-01,6.5401e+00,5.4920e+05,2.7704e+03,-9.2771e-01,-6.8271e-01,2.4515e+00,1.6463e+01,3.3037e+01
2.0000e+03,4.4000e+01,2.0000e+00,1.2644e+01,-1.1045e+06,-1.1046e+06,-1.4642e-01,-inf,1.4756e-01,6.5434e+00,5.4728e+05,2.7856e+03,-4.1442e-01,-1.0101e+00,6.0064e+00,6.2284e+00,2.9570e+01
2.0000e+03,4.5000e+01,1.0000e+00,1.2894e+01,-1.1043e+06,-1.1043e+06,-1.4975e-01,-inf,1.4760e-01,6.5466e+00,5.4486e+05,2.7919e+03,3.6094e-01,-1.9786e+00,2.4654e+00,2.7684e+00,3.2137e+01
2.0000e+03,4.6000e+01,1.0000e+00,1.3143e+01,-1.1026e+06,-1.1026e+06,-1.5308e-01,-inf,1.4764e-01,6.5501e+00,5.4460e+05,2.7996e+03,-4.2935e-01,-7.8000e-01,6.2571e+00,8.2582e+00,3.0307e+01
2.0000e+03,4.7000e+01,1.0000e+00,1.3390e+01,-1.1025e+06,-1.1025e+06,-1.5641e-01,-inf,1.4768e-01,6.5533e+00,5.4293e+05,2.8087e+03,-3.5468e-01,-1.7587e+00,6.9998e+00,1.9948e+01,3.2474e+01
2.0000e+03,4.8000e+01,1.0000e+00,1.3636e+01,-1.1017e+06,-1.1017e+06,-1.5973e-01,-inf,1.4771e-01,6.5565e+00,5.4284e+05,2.8166e+03,1.9205e-01,-1.0533e+00,6.5128e+00,4.5973e+00,3.0521e+01
2.0000e+03,4.9000e+01,2.0000e+00,1.3842e+01,-1.1012e+06,-1.1012e+06,-1.6306e-01,-inf,1.4775e-01,6.5600e+00,5.4201e+05,2.8303e+03,-1.4720e+00,-7.8205e-01,6.9428e+00,4.5597e+00,3.1936e+01
2.0000e+03,5.0000e+01,1.0000e+00,1.4085e+01,-1.0982e+06,-1.0982e+06,-1.6639e-01,-inf,1.4779e-01,6.5633e+00,5.4149e+05,2.8381e+03,3.8924e-01,-8.4123e-01,2.9338e+00,1.1970e+01,3.3669e+01
2.0000e+03,5.1000e+01,1.0000e+00,1.4326e+01,-1.0980e+06,-1.0981e+06,-1.6972e-01,-inf,1.4783e-01,6.5667e+00,5.3852e+05,2.8459e+03,-7.2656e-01,-4.2957e-01,2.5067e+00,8.1185e+00,3.2712e+01
2.0000e+03,5.2000e+01,1.0000e+00,1.4566e+01,-1.0967e+06,-1.0967e+06,-1.7305e-01,-inf,1.4786e-01,6.5700e+00,5.3836e+05,2.8541e+03,3.7053e-01,-3.7915e-01,2.9417e+00,1.1788e+01,3.3518e+01
2.0000e+03,5.3000e+01,1.0000e+00,1.4804e+01,-1.0960e+06,-1.0960e+06,-1.7637e-01,-inf,1.4790e-01,6.5732e+00,5.3705e+05,2.8608e+03,2.3948e-02,-1.1496e+00,2.6945e+00,4.4021e+00,3.2824e+01
2.0000e+03,5.4000e+01,1.0000e+00,1.5042e+01,-1.0947e+06,-1.0947e+06,-1.7970e-01,-inf,1.4794e-01,6.5767e+00,5.3629e+05,2.8685e+03,-7.6696e-01,-1.8684e+00,5.9390e+00,1.0297e+01,2.9884e+01
2.0000e+03,5.5000e+01,1.0000e+00,1.5278e+01,-1.0937e+06,-1.0937e+06,-1.8303e-01,-inf,1.4797e-01,6.5799e+00,5.3502e+05,2.8764e+03,-1.3957e+00,-1.8145e+00,6.4349e+00,3.4462e+00,3.0814e+01
2.0000e+03,5.6000e+01,3.0000e+00,1.5427e+01,-1.0924e+06,-1.0924e+06,-1.8636e-01,-inf,1.4801e-01,6.5834e+00,5.3403e+05,2.9008e+03,7.1437e-02,-1.7100e+00,2.4374e+00,5.2095e+00,3.2201e+01
2.0000e+03,5.7000e+01,1.0000e+00,1.5659e+01,-1.0898e+06,-1.0898e+06,-1.8968e-01,-inf,1.4805e-01,6.5866e+00,5.3271e+05,2.9104e+03,4.4811e-01,-4.9157e-01,6.5834e+00,8.5029e-01,3.0429e+01
2.0000e+03,5.8000e+01,1.0000e+00,1.5890e+01,-1.0883e+06,-1.0883e+06,-1.9301e-01,-inf,1.4809e-01,6.5899e+00,5.3008e+05,2.9201e+03,-1.1196e+00,-1.9828e+00,2.6376e+00,2.3460e+00,3.2652e+01
2.0000e+03,5.9000e+01,2.0000e+00,1.6076e+01,-1.0870e+06,-1.0870e+06,-1.9634e-01,-inf,1.4813e-01,6.5933e+00,5.2864e+05,2.9340e+03,4.6874e-01,-7.6876e-01,2.7736e+00,1.6646e+01,3.3078e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.6304e+01,-1.0828e+06,-1.0828e+06,-1.9967e-01,-inf,1.4816e-01,6.5966e+00,5.2732e+05,2.9416e+03,-1.2822e+00,-1.0752e+00,6.4318e+00,9.3532e+00,3.1331e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.6531e+01,-1.0821e+06,-1.0821e+06,-2.0300e-01,-inf,1.4820e-01,6.5998e+00,5.2314e+05,2.9516e+03,3.6157e-01,-1.3220e+00,2.6004e+00,1.0374e+01,3.2496e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.6757e+01,-1.0820e+06,-1.0821e+06,-2.0632e-01,-inf,1.4824e-01,6.6033e+00,5.2241e+05,2.9584e+03,2.7979e-01,-1.6631e+00,6.4178e+00,1.4085e+01,3.1111e+01
2.0000e+03,6.3000e+01,1.0000e+00,1.6981e+01,-1.0811e+06,-1.0811e+06,-2.0965e-01,-inf,1.4827e-01,6.6065e+00,5.2236e+05,2.9660e+03,-6.1534e-01,-1.2387e+00,6.1630e+00,1.4268e+01,3.0775e+01
2.0000e+03,6.4000e+01,1.0000e+00,1.7204e+01,-1.0806e+06,-1.0806e+06,-2.1298e-01,-inf,1.4831e-01,6.6100e+00,5.2137e+05,2.9748e+03,-1.4806e+00,-1.5499e+00,2.4210e+00,1.6537e+01,3.2574e+01
2.0000e+03,6.5000e+01,1.0000e+00,1.7426e+01,-1.0791e+06,-1.0791e+06,-2.1631e-01,-inf,1.4835e-01,6.6132e+00,5.2096e+05,2.9825e+03,1.3663e-01,-9.8489e-01,2.1060e+00,8.7271e+00,3.1232e+01
2.0000e+03,6.6000e+01,1.0000e+00,1.7647e+01,-1.0769e+06,-1.0769e+06,-2.1963e-01,-inf,1.4839e-01,6.6165e+00,5.1944e+05,2.9919e+03,-9.6090e-01,-1.8322e+00,2.9787e+00,1.8956e+01,3.3849e+01
2.0000e+03,6.7000e+01,1.0000e+00,1.7867e+01,-1.0758e+06,-1.0758e+06,-2.2296e-01,-inf,1.4842e-01,6.6200e+00,5.1719e+05,2.9999e+03,-1.3804e+00,-1.6314e+00,2.2368e+00,1.3530e+01,3.1973e+01
2.0000e+03,6.8000e+01,1.0000e+00,1.8085e+01,-1.0750e+06,-1.0750e+06,-2.2629e-01,-inf,1.4846e-01,6.6232e+00,5.1615e+05,3.0077e+03,-5.8922e-01,-1.6887e+00,6.9798e+00,1.7805e+01,3.3019e+01
