nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logSFH5,logSFH6
2.0000e+03,0.0000e+00,1.0000e+00,4.9751e-01,-4.2871e+05,-4.2871e+05,-4.9875e-03,-4.2871e+05,1.7294e-01,5.9964e+00,inf,9.1683e-01,-1.1170e+00,-1.2558e+00,-2.5011e+00,-4.5098e-01,-6.4217e-02,-1.0204e+00,-2.9434e-01,2.5142e+00,3.8100e+00
2.0000e+03,1.0000e+00,2.0000e+00,9.9010e-01,-4.2728e+05,-4.2729e+05,-9.9751e-03,-4.2729e+05,1.7301e-01,6.0014e+00,4.1633e+05,1.8470e+00,-1.3991e+00,-2.3347e+00,-3.6985e+00,-1.4112e+00,-5.9266e-01,-1.2928e+00,4.3336e-01,2.2391e+00,3.7105e+00
2.0000e+03,2.0000e+00,3.0000e+00,1.4778e+00,-4.2683e+05,-4.2683e+05,-1.4963e-02,-4.2683e+05,1.7308e-01,6.0064e+00,4.1491e+05,2.7849e+00,-3.0474e-01,-1.6543e+00,-1.0138e+00,1.7486e-01,-7.6063e-01,3.5255e-01,-1.0398e+00,2.6994e+00,3.9314e+00
2.0000e+03,3.0000e+00,4.0000e+00,1.9608e+00,-4.2210e+05,-4.2210e+05,-1.9950e-02,-4.2210e+05,1.7315e-01,6.0114e+00,4.1445e+05,3.6880e+00,-1.4368e+00,-2.3664e+00,-2.3951e+00,-2.1902e+00,-1.7278e+00,-5.3502e-01,-4.2500e-01,2.5938e+00,3.6099e+00
2.0000e+03,4.0000e+00,5.0000e+00,2.4390e+00,-4.1740e+05,-4.1741e+05,-2.4938e-02,-4.1741e+05,1.7323e-01,6.0164e+00,4.0972e+05,4.6112e+00,-1.3987e+00,-1.8974e+00,-3.2437e+00,-2.7812e+00,-2.0216e+00,-1.4996e+00,1.0675e+00,8.2672e-01,3.6402e+00
2.0000e+03,5.0000e+00,6.0000e+00,2.9126e+00,-4.1523e+05,-4.1523e+05,-2.9925e-02,-4.1523e+05,1.7330e-01,6.0214e+00,4.0502e+05,5.5218e+00,-1.3737e+00,-2.4356e+00,-3.0869e+00,-2.4689e+00,-1.1892e+00,-1.7119e+00,1.6560e+00,2.9144e+00,3.3668e+00
2.0000e+03,6.0000e+00,7.0000e+00,3.3816e+00,-4.1492e+05,-4.1493e+05,-3.4913e-02,-4.1493e+05,1.7337e-01,6.0264e+00,4.0285e+05,6.4277e+00,-1.3720e+00,-1.4882e+00,-1.0140e+00,-2.3602e+00,-6.9571e-01,-1.6589e+00,-6.1590e-01,3.1568e-01,3.6536e+00
2.0000e+03,7.0000e+00,8.0000e+00,3.8462e+00,-4.1466e+05,-4.1466e+05,-3.9900e-02,-4.1466e+05,1.7344e-01,6.0314e+00,4.0255e+05,7.3476e+00,-1.4781e+00,-1.8598e+00,-2.2341e+00,-9.1788e-01,2.4040e-01,8.5263e-02,-1.0557e+00,2.1942e+00,3.5895e+00
2.0000e+03,8.0000e+00,9.0000e+00,4.3062e+00,-4.1460e+05,-4.1460e+05,-4.4888e-02,-4.1460e+05,1.7351e-01,6.0364e+00,4.0228e+05,8.2761e+00,-6.9385e-01,-1.9934e+00,-2.2937e+00,-2.2534e+00,-2.2329e+00,-7.3738e-01,1.0358e+00,1.5311e+00,3.7034e+00
2.0000e+03,9.0000e+00,1.0000e+01,4.7619e+00,-4.1370e+05,-4.1371e+05,-4.9875e-02,-4.1371e+05,1.7358e-01,6.0413e+00,4.0222e+05,9.1860e+00,-1.2642e+00,-8.4125e-01,-3.3988e+00,-1.0986e+00,-9.7082e-01,-9.1810e-01,-9.5391e-01,2.9191e+00,3.6475e+00
