niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.7323e+05,-1.7324e+05,-1.9980e-03,-1.7324e+05,1.1750e-01,6.9098e+00,inf,6.0765e+02,-4.5959e-01,-5.4835e-01,4.9280e+00,1.0791e+00,2.5597e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.7302e+05,-1.7302e+05,-3.9960e-03,-1.7302e+05,1.1751e-01,6.9118e+00,1.5744e+05,6.0888e+02,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.5033e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.7208e+05,-1.7209e+05,-5.9940e-03,-1.7209e+05,1.1753e-01,6.9138e+00,1.5722e+05,6.1011e+02,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.5032e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.7156e+05,-1.7157e+05,-7.9920e-03,-1.7157e+05,1.1755e-01,6.9157e+00,1.5629e+05,6.1131e+02,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.5151e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.7133e+05,-1.7134e+05,-9.9900e-03,-1.7134e+05,1.1757e-01,6.9177e+00,1.5577e+05,6.1258e+02,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.5710e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.7096e+05,-1.7096e+05,-1.1988e-02,-1.7096e+05,1.1758e-01,6.9197e+00,1.5554e+05,6.1386e+02,1.3455e-01,-8.1674e-01,4.6519e+00,9.1885e-01,2.5634e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.7074e+05,-1.7074e+05,-1.3986e-02,-1.7074e+05,1.1760e-01,6.9217e+00,1.5516e+05,6.1513e+02,-3.8355e-01,-6.3901e-01,4.8203e+00,1.1283e+00,2.6364e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.7035e+05,-1.7036e+05,-1.5984e-02,-1.7036e+05,1.1762e-01,6.9237e+00,1.5494e+05,6.1635e+02,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.5424e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.7018e+05,-1.7018e+05,-1.7982e-02,-1.7018e+05,1.1763e-01,6.9257e+00,1.5456e+05,6.1760e+02,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.5408e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.7009e+05,-1.7010e+05,-1.9980e-02,-1.7010e+05,1.1765e-01,6.9277e+00,1.5438e+05,6.1886e+02,-1.1027e-01,-7.9221e-01,4.5004e+00,1.8708e+00,2.5693e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.7005e+05,-1.7005e+05,-2.1978e-02,-1.7005e+05,1.1767e-01,6.9297e+00,1.5430e+05,6.2005e+02,-4.2640e-01,-5.6177e-01,4.7899e+00,4.2860e-01,2.6554e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6952e+05,-1.6953e+05,-2.3976e-02,-1.6953e+05,1.1768e-01,6.9317e+00,1.5425e+05,6.2127e+02,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.5795e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6944e+05,-1.6945e+05,-2.5974e-02,-1.6945e+05,1.1770e-01,6.9337e+00,1.5373e+05,6.2248e+02,-7.2719e-02,-1.1066e-01,4.6726e+00,1.3038e+00,2.5595e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6915e+05,-1.6916e+05,-2.7972e-02,-1.6916e+05,1.1772e-01,6.9357e+00,1.5365e+05,6.2369e+02,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.5442e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6913e+05,-1.6914e+05,-2.9970e-02,-1.6914e+05,1.1774e-01,6.9377e+00,1.5336e+05,6.2489e+02,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.6260e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6888e+05,-1.6889e+05,-3.1968e-02,-1.6889e+05,1.1775e-01,6.9397e+00,1.5334e+05,6.2611e+02,1.1176e-01,-2.6356e-02,4.6825e+00,8.8194e-01,2.5592e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6876e+05,-1.6877e+05,-3.3966e-02,-1.6877e+05,1.1777e-01,6.9417e+00,1.5309e+05,6.2736e+02,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.5113e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6862e+05,-1.6863e+05,-3.5964e-02,-1.6863e+05,1.1779e-01,6.9437e+00,1.5297e+05,6.2856e+02,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00,2.6814e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6862e+05,-1.6862e+05,-3.7962e-02,-1.6862e+05,1.1748e-01,6.9072e+00,1.5283e+05,6.2979e+02,1.0429e-01,-5.1573e-01,4.5067e+00,1.3026e+00,2.6099e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6859e+05,-1.6859e+05,-3.9960e-02,-1.6859e+05,1.1782e-01,6.9477e+00,1.5282e+05,6.3105e+02,-4.9339e-01,-3.8030e-01,4.6495e+00,1.7795e+00,2.6611e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6831e+05,-1.6832e+05,-4.1958e-02,-1.6832e+05,1.1784e-01,6.9497e+00,1.5279e+05,6.3223e+02,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.5865e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.6821e+05,-1.6821e+05,-4.3956e-02,-1.6821e+05,1.1785e-01,6.9517e+00,1.5252e+05,6.3345e+02,1.3452e-01,-5.2667e-01,4.6102e+00,1.8854e+00,2.6521e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.6806e+05,-1.6807e+05,-4.5954e-02,-1.6807e+05,1.1787e-01,6.9537e+00,1.5241e+05,6.3467e+02,-2.7994e-01,-9.4364e-01,4.7382e+00,5.2254e+00,2.6728e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.6794e+05,-1.6795e+05,-4.7952e-02,-1.6795e+05,1.1789e-01,6.9557e+00,1.5227e+05,6.3587e+02,2.3054e-01,-2.4578e-01,4.6667e+00,3.9785e-01,2.6429e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.6788e+05,-1.6789e+05,-4.9950e-02,-1.6789e+05,1.1790e-01,6.9577e+00,1.5215e+05,6.3711e+02,-1.1621e-01,-1.5638e-01,4.9742e+00,5.0830e+00,2.6427e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.6784e+05,-1.6785e+05,-5.1948e-02,-1.6785e+05,1.1792e-01,6.9597e+00,1.5209e+05,6.3831e+02,-1.8379e-01,-6.7835e-02,4.4705e+00,3.6169e+00,2.5146e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.6772e+05,-1.6773e+05,-5.3946e-02,-1.6773e+05,1.1794e-01,6.9617e+00,1.5205e+05,6.3951e+02,-2.8443e-01,-1.9472e-01,1.2248e+00,2.2977e+00,2.9684e+01
