logfeh_mean,logdust_med,logNpix,tau,dmod,logl
-2.7721e-01,-4.8017e-01,2.0166e+00,2.9794e+00,2.6059e+01,-3.6432e+02
-2.2859e-01,-5.2567e-01,2.0077e+00,3.0456e+00,2.6039e+01,-3.6468e+02
-2.9182e-01,-4.5464e-01,2.0284e+00,2.9988e+00,2.6087e+01,-3.6432e+02
-2.8734e-01,-4.9437e-01,2.0324e+00,2.8681e+00,2.6111e+01,-3.6225e+02
-2.2375e-01,-5.3868e-01,2.0000e+00,3.0114e+00,2.6015e+01,-3.6600e+02
-2.5371e-01,-5.0610e-01,2.0247e+00,3.0163e+00,2.6091e+01,-3.6419e+02
-3.0024e-01,-4.7632e-01,2.0245e+00,2.8771e+00,2.6087e+01,-3.6338e+02
-2.5138e-01,-5.0796e-01,1.9931e+00,2.9362e+00,2.5990e+01,-3.6191e+02
-2.1468e-01,-5.3325e-01,1.9995e+00,3.0790e+00,2.6016e+01,-3.6449e+02
-2.5450e-01,-5.3788e-01,2.0027e+00,2.7973e+00,2.6022e+01,-3.6138e+02
-3.0214e-01,-4.6814e-01,2.0263e+00,2.8953e+00,2.6089e+01,-3.6313e+02
-2.1922e-01,-5.2163e-01,1.9983e+00,3.0983e+00,2.6009e+01,-3.6422e+02
-2.3283e-01,-5.3051e-01,2.0114e+00,3.0403e+00,2.6059e+01,-3.6486e+02
-2.1729e-01,-5.2163e-01,2.0014e+00,3.0592e+00,2.6015e+01,-3.6162e+02
-2.2099e-01,-5.2728e-01,2.0034e+00,3.0812e+00,2.6023e+01,-3.6397e+02
-2.8630e-01,-4.7414e-01,2.0283e+00,2.9104e+00,2.6091e+01,-3.6523e+02
-2.5375e-01,-5.1633e-01,2.0096e+00,2.9256e+00,2.6040e+01,-3.6323e+02
-3.0408e-01,-4.6270e-01,2.0320e+00,2.8437e+00,2.6095e+01,-3.5417e+02
-2.7772e-01,-4.9364e-01,2.0143e+00,2.9348e+00,2.6063e+01,-3.6533e+02
-2.8023e-01,-4.8036e-01,2.0291e+00,2.9520e+00,2.6097e+01,-3.5667e+02
-2.5436e-01,-5.0006e-01,2.0194e+00,2.9826e+00,2.6066e+01,-3.6515e+02
-2.5166e-01,-5.1644e-01,2.0196e+00,2.9613e+00,2.6072e+01,-3.6499e+02
-2.7120e-01,-5.0301e-01,2.0277e+00,2.9059e+00,2.6097e+01,-3.6519e+02
-2.7642e-01,-5.0200e-01,2.0259e+00,2.8824e+00,2.6093e+01,-3.6540e+02
-3.0133e-01,-4.5475e-01,2.0343e+00,2.8762e+00,2.6096e+01,-3.6226e+02
-3.0969e-01,-4.5698e-01,2.0302e+00,2.8794e+00,2.6095e+01,-3.6005e+02
-2.2294e-01,-5.3507e-01,1.9915e+00,2.9921e+00,2.5986e+01,-3.6615e+02
-2.6666e-01,-5.0185e-01,2.0264e+00,3.0085e+00,2.6101e+01,-3.6466e+02
-2.6880e-01,-5.0047e-01,2.0302e+00,2.9620e+00,2.6107e+01,-3.6516e+02
-2.6111e-01,-5.0192e-01,2.0253e+00,2.9846e+00,2.6092e+01,-3.6330e+02
-2.9210e-01,-4.7300e-01,2.0295e+00,2.9429e+00,2.6101e+01,-3.6252e+02
-2.2601e-01,-5.2687e-01,2.0077e+00,2.9946e+00,2.6027e+01,-3.6092e+02
-2.5328e-01,-5.0327e-01,2.0122e+00,2.9502e+00,2.6042e+01,-3.6543e+02
-2.7137e-01,-4.9399e-01,2.0312e+00,2.9560e+00,2.6108e+01,-3.6283e+02
-2.8635e-01,-4.8262e-01,2.0227e+00,2.8996e+00,2.6082e+01,-3.6403e+02
-2.5882e-01,-4.9336e-01,2.0189e+00,2.9796e+00,2.6060e+01,-3.6321e+02
-2.2527e-01,-5.3132e-01,2.0078e+00,2.9919e+00,2.6033e+01,-3.6133e+02
-2.1587e-01,-5.2762e-01,1.9978e+00,3.0651e+00,2.6003e+01,-3.6422e+02
-2.8502e-01,-4.7878e-01,2.0362e+00,2.9777e+00,2.6125e+01,-3.6475e+02
-2.9757e-01,-4.7098e-01,2.0414e+00,2.8670e+00,2.6126e+01,-3.6076e+02
-2.8201e-01,-4.7824e-01,2.0332e+00,2.9961e+00,2.6114e+01,-3.5852e+02
-2.2446e-01,-5.5206e-01,1.9971e+00,2.9496e+00,2.6013e+01,-3.6596e+02
-2.8359e-01,-4.7529e-01,2.0313e+00,2.9495e+00,2.6100e+01,-3.6585e+02
-2.2218e-01,-5.2636e-01,2.0005e+00,3.0144e+00,2.6012e+01,-3.6477e+02
-2.8926e-01,-4.8056e-01,2.0271e+00,2.8573e+00,2.6088e+01,-3.6603e+02
-3.0310e-01,-4.5075e-01,2.0296e+00,2.9728e+00,2.6096e+01,-3.6446e+02
-2.9681e-01,-4.7024e-01,2.0230e+00,2.8895e+00,2.6075e+01,-3.6402e+02
