nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau,dmod
2.0000e+03,1.0000e+00,1.0000e+00,3.3223e-01,-9.9086e+05,-9.9087e+05,-3.3278e-03,-9.9087e+05,1.4594e-01,6.4003e+00,inf,2.4944e+03,4.8896e-01,-1.6425e+00,2.0610e+00,9.1943e+00,3.1932e+01
2.0000e+03,2.0000e+00,1.0000e+00,6.6225e-01,-9.7463e+05,-9.7463e+05,-6.6556e-03,-9.7463e+05,1.4598e-01,6.4036e+00,7.3020e+05,2.5042e+03,-6.8079e-01,-1.9886e+00,6.7701e+00,1.2145e+01,3.1007e+01
2.0000e+03,3.0000e+00,1.0000e+00,9.9010e-01,-9.7239e+05,-9.7240e+05,-9.9834e-03,-9.7240e+05,1.4602e-01,6.4069e+00,7.1396e+05,2.5133e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00,3.1580e+01
2.0000e+03,4.0000e+00,1.0000e+00,1.3158e+00,-9.7138e+05,-9.7139e+05,-1.3311e-02,-9.7139e+05,1.4605e-01,6.4102e+00,7.1173e+05,2.5216e+03,-3.5468e-01,-1.7587e+00,6.9998e+00,1.9948e+01,3.1695e+01
2.0000e+03,5.0000e+00,1.0000e+00,1.6393e+00,-9.7135e+05,-9.7136e+05,-1.6639e-02,-9.7136e+05,1.4609e-01,6.4136e+00,7.1072e+05,2.5294e+03,-4.7656e-01,-3.1277e-01,6.9677e+00,1.2652e+01,3.1285e+01
2.0000e+03,6.0000e+00,1.0000e+00,1.9608e+00,-9.7010e+05,-9.7010e+05,-1.9967e-02,-9.7010e+05,1.4613e-01,6.4169e+00,7.1069e+05,2.5383e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01,3.1085e+01
2.0000e+03,7.0000e+00,1.0000e+00,2.2801e+00,-9.7008e+05,-9.7009e+05,-2.3295e-02,-9.7009e+05,1.4617e-01,6.4202e+00,7.0943e+05,2.5468e+03,-1.3159e+00,-2.2442e-01,2.0822e+00,1.7292e+01,3.1899e+01
2.0000e+03,8.0000e+00,1.0000e+00,2.5974e+00,-9.6839e+05,-9.6839e+05,-2.6622e-02,-9.6839e+05,1.4621e-01,6.4235e+00,7.0942e+05,2.5549e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01,3.1542e+01
2.0000e+03,9.0000e+00,1.0000e+00,2.9126e+00,-9.6708e+05,-9.6709e+05,-2.9950e-02,-9.6709e+05,1.4624e-01,6.4269e+00,7.0772e+05,2.5639e+03,3.6158e-02,-1.3942e+00,2.0759e+00,9.3210e+00,3.1703e+01
2.0000e+03,1.0000e+01,1.0000e+00,3.2258e+00,-9.6560e+05,-9.6560e+05,-3.3278e-02,-9.6560e+05,1.4628e-01,6.4302e+00,7.0642e+05,2.5721e+03,-1.4668e+00,-9.2897e-01,2.2285e+00,3.1642e+00,3.1843e+01
2.0000e+03,1.1000e+01,1.0000e+00,3.5370e+00,-9.6467e+05,-9.6468e+05,-3.6606e-02,-9.6468e+05,1.4632e-01,6.4336e+00,7.0493e+05,2.5801e+03,-3.7761e-01,-9.9383e-01,2.0688e+00,1.5479e+01,3.1883e+01
2.0000e+03,1.2000e+01,1.0000e+00,3.8462e+00,-9.6399e+05,-9.6399e+05,-3.9933e-02,-9.6399e+05,1.4636e-01,6.4368e+00,7.0401e+05,2.5903e+03,-5.8922e-01,-1.6887e+00,6.9798e+00,1.7805e+01,3.1804e+01
