niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.3977e+05,-1.3977e+05,-1.9980e-03,-1.3977e+05,1.1750e-01,6.9098e+00,inf,3.1638e-01,-9.1919e-01,-1.5484e+00,5.4460e+00,9.5868e+00,2.9239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.3812e+05,-1.3813e+05,-3.9960e-03,-1.3813e+05,1.1751e-01,6.9118e+00,1.3561e+05,6.5180e-01,-7.6710e-01,-1.6390e+00,5.3652e+00,9.5911e+00,2.9546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3802e+05,-1.3802e+05,-5.9940e-03,-1.3802e+05,1.1753e-01,6.9138e+00,1.3396e+05,9.7983e-01,-9.8598e-01,-1.0994e+00,5.4317e+00,9.8898e+00,2.9170e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3798e+05,-1.3798e+05,-7.9920e-03,-1.3798e+05,1.1755e-01,6.9157e+00,1.3386e+05,1.2930e+00,-8.5281e-01,-1.5618e+00,5.3425e+00,9.5291e+00,2.9622e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3762e+05,-1.3762e+05,-9.9900e-03,-1.3762e+05,1.1757e-01,6.9177e+00,1.3382e+05,1.6278e+00,-9.8858e-01,-1.1037e+00,5.4927e+00,1.0064e+01,2.9060e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3736e+05,-1.3736e+05,-1.1988e-02,-1.3736e+05,1.1758e-01,6.9197e+00,1.3346e+05,1.9594e+00,-9.7902e-01,-1.3910e+00,5.4657e+00,9.6569e+00,3.0174e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3735e+05,-1.3735e+05,-1.3986e-02,-1.3735e+05,1.1758e-01,6.9194e+00,1.3320e+05,2.2818e+00,3.8747e-01,-1.4709e+00,5.4136e+00,9.8831e+00,2.9013e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3723e+05,-1.3723e+05,-1.5984e-02,-1.3723e+05,1.1762e-01,6.9237e+00,1.3319e+05,2.6053e+00,-3.8559e-01,-1.9943e+00,5.3620e+00,9.9237e+00,2.9013e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3693e+05,-1.3694e+05,-1.7982e-02,-1.3694e+05,1.1763e-01,6.9257e+00,1.3307e+05,2.9269e+00,-1.4544e-01,-1.1107e+00,5.2544e+00,9.6067e+00,2.9238e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3688e+05,-1.3689e+05,-1.9980e-02,-1.3689e+05,1.1765e-01,6.9277e+00,1.3278e+05,3.3636e+00,2.6910e-01,-1.8167e+00,5.2389e+00,9.5726e+00,2.9254e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.3676e+05,-1.3677e+05,-2.1978e-02,-1.3677e+05,1.1767e-01,6.9297e+00,1.3272e+05,3.6804e+00,2.2353e-01,-1.0264e+00,5.2618e+00,9.5693e+00,2.9237e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.3655e+05,-1.3656e+05,-2.3976e-02,-1.3656e+05,1.1768e-01,6.9317e+00,1.3261e+05,4.0063e+00,-9.8678e-01,-1.3803e+00,5.2371e+00,9.6488e+00,2.9644e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.3654e+05,-1.3654e+05,-2.5974e-02,-1.3654e+05,1.1770e-01,6.9337e+00,1.3239e+05,4.3343e+00,-2.7542e-01,-1.8747e+00,5.3934e+00,9.5119e+00,3.0353e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.3640e+05,-1.3641e+05,-2.7972e-02,-1.3641e+05,1.1772e-01,6.9357e+00,1.3238e+05,4.6610e+00,3.7338e-01,-1.8223e+00,5.4463e+00,9.9581e+00,2.9284e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.3628e+05,-1.3629e+05,-2.9970e-02,-1.3629e+05,1.1774e-01,6.9377e+00,1.3225e+05,4.9811e+00,-2.3242e-01,-1.1564e+00,5.4806e+00,9.9415e+00,2.9571e+01
