niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.4248e+05,-1.4248e+05,-2.4969e-03,-1.4248e+05,1.2922e-01,6.6871e+00,inf,1.5749e+00,-5.9412e-01,-1.2165e+00,-1.3730e+00,2.1208e+00,3.4124e+00,3.3768e+00,5.9135e+00,2.8715e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.4235e+05,-1.4235e+05,-4.9938e-03,-1.4235e+05,1.2924e-01,6.6896e+00,1.4087e+05,2.8867e+00,1.4012e-01,-7.5109e-01,4.7346e-01,1.4416e+00,2.2282e+00,1.2092e+00,5.8919e+00,2.8283e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.4190e+05,-1.4191e+05,-7.4906e-03,-1.4191e+05,1.2926e-01,6.6921e+00,1.4074e+05,4.3008e+00,4.7627e-01,-1.0842e+00,8.4048e-01,1.8841e+00,2.0856e+00,1.8515e+00,5.8594e+00,2.8384e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4076e+05,-1.4077e+05,-9.9875e-03,-1.4077e+05,1.2929e-01,6.6946e+00,1.4030e+05,5.7537e+00,-1.9678e-01,-1.3328e+00,-1.6779e+00,1.6902e+00,3.7355e+00,4.9790e+00,5.6556e+00,2.8739e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4008e+05,-1.4008e+05,-1.2484e-02,-1.4008e+05,1.2931e-01,6.6971e+00,1.3916e+05,7.0469e+00,-9.0637e-01,-1.6110e+00,3.6241e-01,1.2378e+00,3.6061e+00,1.3303e+00,5.7618e+00,2.9360e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.3990e+05,-1.3991e+05,-1.4981e-02,-1.3991e+05,1.2934e-01,6.6996e+00,1.3847e+05,8.4901e+00,3.5482e-01,-8.8113e-01,-3.7248e-01,-6.9641e-01,2.5213e+00,4.2131e+00,5.6420e+00,2.8438e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.3921e+05,-1.3921e+05,-1.7478e-02,-1.3921e+05,1.2936e-01,6.7021e+00,1.3830e+05,9.8514e+00,-7.4482e-01,-9.2243e-01,1.7129e+00,-2.1655e-01,3.7725e+00,4.1255e+00,5.6022e+00,2.8151e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.3906e+05,-1.3906e+05,-1.9975e-02,-1.3906e+05,1.2939e-01,6.7046e+00,1.3760e+05,1.1262e+01,4.9157e-01,-1.1494e+00,1.6799e+00,-3.6910e-01,5.5192e-01,2.4310e+00,5.7544e+00,2.8415e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.3903e+05,-1.3904e+05,-2.2472e-02,-1.3904e+05,1.2941e-01,6.7071e+00,1.3745e+05,1.2697e+01,-4.3809e-01,-1.9054e+00,-5.0476e-02,2.1451e+00,2.9484e+00,1.8861e+00,5.3870e+00,2.8115e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.3900e+05,-1.3901e+05,-2.4969e-02,-1.3901e+05,1.2943e-01,6.7096e+00,1.3743e+05,1.4322e+01,-1.6083e-01,-1.8590e+00,1.3955e+00,1.3099e+00,6.3682e-01,3.6947e+00,5.6680e+00,2.8792e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.3896e+05,-1.3896e+05,-2.7466e-02,-1.3896e+05,1.2946e-01,6.7121e+00,1.3740e+05,1.5675e+01,-4.1416e-01,-7.7647e-01,2.1283e+00,2.9487e+00,2.7219e-01,1.5824e+00,5.8574e+00,2.8578e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.3888e+05,-1.3889e+05,-2.9963e-02,-1.3889e+05,1.2948e-01,6.7146e+00,1.3735e+05,1.7072e+01,-5.8994e-02,-1.6075e+00,5.6386e-01,1.4858e+00,6.7763e-01,3.7369e+00,5.7084e+00,2.9427e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.3871e+05,-1.3871e+05,-3.2459e-02,-1.3871e+05,1.2951e-01,6.7171e+00,1.3728e+05,1.8353e+01,-3.7116e-01,-1.1470e+00,-1.5995e+00,3.2487e+00,2.3523e+00,4.2265e+00,5.6609e+00,2.9366e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.3862e+05,-1.3862e+05,-3.4956e-02,-1.3862e+05,1.2953e-01,6.7196e+00,1.3710e+05,1.9758e+01,2.7714e-01,-1.3851e+00,-7.2072e-01,2.2854e+00,3.0406e+00,4.2578e+00,5.7267e+00,2.9601e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.3836e+05,-1.3837e+05,-3.7453e-02,-1.3837e+05,1.2955e-01,6.7221e+00,1.3701e+05,2.1040e+01,4.5366e-01,-8.7605e-01,1.9646e+00,-3.8014e-01,3.2137e+00,4.0341e+00,5.7813e+00,2.8459e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.3819e+05,-1.3820e+05,-3.9950e-02,-1.3820e+05,1.2958e-01,6.7246e+00,1.3676e+05,2.2485e+01,2.6437e-01,-1.0077e+00,7.0281e-01,3.2176e+00,2.5412e+00,1.9704e+00,5.6095e+00,2.9048e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.3817e+05,-1.3817e+05,-4.2447e-02,-1.3817e+05,1.2960e-01,6.7271e+00,1.3659e+05,2.3890e+01,4.9198e-01,-1.7308e+00,-4.9612e-01,1.5394e+00,-8.6336e-02,4.7112e+00,5.8445e+00,3.0228e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.3790e+05,-1.3791e+05,-4.4944e-02,-1.3791e+05,1.2963e-01,6.7296e+00,1.3656e+05,2.5407e+01,-9.0816e-01,-1.9653e+00,2.6325e-01,3.3258e-01,1.6575e+00,5.0030e+00,5.1266e+00,2.9137e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.3776e+05,-1.3776e+05,-4.7441e-02,-1.3776e+05,1.2965e-01,6.7321e+00,1.3630e+05,2.6765e+01,-3.6660e-01,-5.5921e-01,-2.5236e-01,3.0390e+00,3.1490e+00,3.3310e+00,5.6988e+00,2.9589e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.3764e+05,-1.3764e+05,-4.9938e-02,-1.3764e+05,1.2967e-01,6.7345e+00,1.3615e+05,2.8222e+01,-3.7174e-01,-1.1661e+00,-2.2454e-01,-1.3795e-02,1.8686e+00,2.8804e+00,5.5344e+00,2.9393e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.3750e+05,-1.3751e+05,-5.2434e-02,-1.3751e+05,1.2970e-01,6.7370e+00,1.3603e+05,2.9759e+01,-8.7284e-01,-1.5005e+00,1.1474e+00,-1.6405e-01,2.0861e+00,2.2008e+00,5.8335e+00,3.0671e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.3736e+05,-1.3737e+05,-5.4931e-02,-1.3737e+05,1.2972e-01,6.7395e+00,1.3590e+05,3.1195e+01,-8.0872e-01,-1.8307e+00,1.1553e+00,2.2371e-01,3.4826e+00,2.4226e+00,5.4317e+00,2.8946e+01
2.3000e+01,1.0000e+00,5.4374e+00,-1.3733e+05,-1.3733e+05,-5.7428e-02,-1.3733e+05,1.2975e-01,6.7420e+00,1.3576e+05,3.2655e+01,-9.8817e-01,-1.0616e+00,5.4091e-01,2.0707e-01,2.6191e+00,5.0218e+00,4.6724e+00,2.8521e+01
2.4000e+01,1.0000e+00,5.6604e+00,-1.3733e+05,-1.3733e+05,-5.9925e-02,-1.3733e+05,1.2360e-01,6.1184e+00,1.3572e+05,3.3978e+01,-6.7716e-01,-1.9724e+00,1.6856e+00,-2.8897e-01,8.8454e-01,5.0785e+00,5.2470e+00,2.8980e+01
2.5000e+01,2.0000e+00,5.8685e+00,-1.3722e+05,-1.3722e+05,-6.2422e-02,-1.3722e+05,1.2979e-01,6.7470e+00,1.3572e+05,3.7075e+01,-8.6043e-01,-1.2291e+00,-9.7664e-01,1.1873e+00,9.8435e-01,1.1505e+00,5.4867e+00,2.9496e+01
2.6000e+01,2.0000e+00,6.0748e+00,-1.3646e+05,-1.3646e+05,-6.4919e-02,-1.3646e+05,1.2982e-01,6.7495e+00,1.3561e+05,3.9759e+01,-5.7578e-01,-1.6373e+00,1.7191e+00,7.3459e-01,3.4284e+00,4.9081e+00,5.4266e+00,2.9488e+01
2.7000e+01,1.0000e+00,6.2937e+00,-1.3639e+05,-1.3640e+05,-6.7416e-02,-1.3640e+05,1.2984e-01,6.7520e+00,1.3485e+05,4.1158e+01,3.4370e-01,-1.3216e+00,1.8534e+00,-1.2103e-01,2.8221e+00,3.0074e+00,5.8320e+00,3.0103e+01
2.8000e+01,1.0000e+00,6.5116e+00,-1.3637e+05,-1.3637e+05,-6.9913e-02,-1.3637e+05,1.2987e-01,6.7545e+00,1.3479e+05,4.2572e+01,4.4668e-01,-1.9745e+00,9.3997e-01,-1.7203e-01,4.9752e-01,3.7068e+00,5.8622e+00,3.0779e+01
2.9000e+01,1.0000e+00,6.7285e+00,-1.3633e+05,-1.3634e+05,-7.2410e-02,-1.3634e+05,1.2989e-01,6.7570e+00,1.3476e+05,4.3876e+01,-9.4816e-01,-1.9023e+00,5.4941e-01,3.4225e-01,1.7931e+00,2.3631e+00,5.4247e+00,2.9628e+01
3.0000e+01,1.0000e+00,6.9444e+00,-1.3622e+05,-1.3623e+05,-7.4906e-02,-1.3623e+05,1.2991e-01,6.7595e+00,1.3473e+05,4.5212e+01,-4.0902e-01,-1.3151e+00,9.0879e-01,1.1697e+00,2.9970e+00,4.4927e+00,5.1987e+00,2.8792e+01
3.1000e+01,1.0000e+00,7.1594e+00,-1.3611e+05,-1.3612e+05,-7.7403e-02,-1.3612e+05,1.2994e-01,6.7620e+00,1.3462e+05,4.6487e+01,1.3353e-01,-6.0185e-01,-2.6070e-01,4.5392e-01,1.3640e+00,4.4194e+00,5.5401e+00,2.9709e+01
3.2000e+01,1.0000e+00,7.3733e+00,-1.3595e+05,-1.3596e+05,-7.9900e-02,-1.3596e+05,1.2996e-01,6.7645e+00,1.3451e+05,4.7749e+01,-9.1195e-01,-1.9115e+00,-1.5584e+00,1.3302e+00,1.4963e+00,5.1072e+00,2.3698e+00,2.9310e+01
3.3000e+01,1.0000e+00,7.5862e+00,-1.3595e+05,-1.3595e+05,-8.2397e-02,-1.3595e+05,1.2440e-01,6.1978e+00,1.3435e+05,4.9081e+01,1.8598e-01,-1.2359e+00,9.0311e-01,1.4250e+00,2.2125e-01,3.3800e+00,5.2139e+00,2.8017e+01
3.4000e+01,1.0000e+00,7.7982e+00,-1.3590e+05,-1.3591e+05,-8.4894e-02,-1.3591e+05,1.3001e-01,6.7695e+00,1.3434e+05,5.0617e+01,-9.9655e-01,-1.2175e+00,1.2680e+00,1.0309e+00,3.4305e+00,3.2259e+00,5.4755e+00,2.9811e+01
3.5000e+01,1.0000e+00,8.0092e+00,-1.3588e+05,-1.3589e+05,-8.7391e-02,-1.3589e+05,1.3003e-01,6.7720e+00,1.3429e+05,5.2071e+01,-2.5804e-01,-7.0726e-01,6.1227e-01,3.0537e+00,3.7429e+00,4.2428e+00,5.5177e+00,2.9843e+01
3.6000e+01,1.0000e+00,8.2192e+00,-1.3578e+05,-1.3579e+05,-8.9888e-02,-1.3579e+05,1.3006e-01,6.7745e+00,1.3428e+05,5.3692e+01,-8.5578e-01,-7.7099e-01,7.5211e-01,2.4007e+00,1.8481e-01,4.9966e+00,5.4669e+00,3.0522e+01
3.7000e+01,2.0000e+00,8.4091e+00,-1.3551e+05,-1.3552e+05,-9.2385e-02,-1.3552e+05,1.3008e-01,6.7770e+00,1.3418e+05,5.6569e+01,-8.7022e-01,-8.7048e-01,1.2028e+00,5.2824e-01,3.2575e+00,3.2468e+00,5.2658e+00,2.8744e+01
3.8000e+01,1.0000e+00,8.6168e+00,-1.3551e+05,-1.3552e+05,-9.4881e-02,-1.3552e+05,1.2443e-01,6.2008e+00,1.3391e+05,5.8085e+01,-6.9246e-01,-1.6479e+00,6.2158e-01,1.7801e+00,3.8069e+00,1.8139e+00,5.1354e+00,2.8621e+01
3.9000e+01,1.0000e+00,8.8235e+00,-1.3548e+05,-1.3549e+05,-9.7378e-02,-1.3549e+05,1.3013e-01,6.7820e+00,1.3391e+05,5.9621e+01,3.3783e-01,-7.8447e-01,2.0901e+00,3.0971e+00,2.2409e+00,2.3546e+00,5.6092e+00,2.8203e+01
4.0000e+01,2.0000e+00,9.0090e+00,-1.3529e+05,-1.3530e+05,-9.9875e-02,-1.3530e+05,1.3015e-01,6.7845e+00,1.3387e+05,6.2374e+01,-8.6234e-02,-1.0700e+00,-3.1235e-04,6.1300e-02,1.6521e+00,4.8077e+00,4.6213e+00,2.8326e+01
4.1000e+01,1.0000e+00,9.2135e+00,-1.3517e+05,-1.3518e+05,-1.0237e-01,-1.3518e+05,1.3018e-01,6.7870e+00,1.3369e+05,6.3704e+01,-5.5524e-01,-1.4716e+00,4.4600e-01,2.1686e-01,5.2917e-01,2.6025e+00,5.4153e+00,2.9998e+01
4.2000e+01,1.0000e+00,9.4170e+00,-1.3513e+05,-1.3514e+05,-1.0487e-01,-1.3514e+05,1.3020e-01,6.7895e+00,1.3357e+05,6.5160e+01,3.5539e-01,-1.5836e+00,-7.3965e-01,2.0650e+00,3.4825e+00,5.0434e+00,4.4992e+00,2.9320e+01
