niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-1.0363e+05,-1.0363e+05,-2.4969e-03,-1.0363e+05,1.2922e-01,6.6871e+00,inf,6.8560e-01,-5.1427e-01,-1.8607e+00,-2.9405e-02,3.5837e+00,1.1809e+00,4.1949e+00,6.8718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-1.0213e+05,-1.0213e+05,-4.9938e-03,-1.0213e+05,1.2924e-01,6.6896e+00,1.0336e+05,1.3705e+00,-2.6831e-02,-1.4816e+00,1.4069e+00,3.7762e+00,4.3586e+00,6.0149e+00,6.8610e+00
3.0000e+00,1.0000e+00,7.4442e-01,-1.0194e+05,-1.0195e+05,-7.4906e-03,-1.0195e+05,1.2926e-01,6.6921e+00,1.0186e+05,2.0348e+00,-2.5311e-01,-1.4600e+00,-1.2283e-01,3.1717e+00,4.2174e+00,3.3841e+00,6.8478e+00
4.0000e+00,1.0000e+00,9.9010e-01,-1.0190e+05,-1.0191e+05,-9.9875e-03,-1.0191e+05,1.2929e-01,6.6946e+00,1.0168e+05,2.6832e+00,-6.6183e-01,-1.3484e+00,1.6533e-01,3.5798e+00,4.4420e+00,5.3658e+00,6.7807e+00
5.0000e+00,1.0000e+00,1.2346e+00,-1.0100e+05,-1.0101e+05,-1.2484e-02,-1.0101e+05,1.2931e-01,6.6971e+00,1.0164e+05,3.3729e+00,-9.1433e-01,-9.9587e-01,2.3022e+00,3.0987e+00,4.0637e+00,4.3396e+00,6.7989e+00
6.0000e+00,1.0000e+00,1.4778e+00,-1.0027e+05,-1.0028e+05,-1.4981e-02,-1.0028e+05,1.2934e-01,6.6996e+00,1.0074e+05,4.0491e+00,-6.3093e-01,-1.9361e+00,2.2488e-01,4.4628e-01,3.6981e+00,5.4474e+00,6.6721e+00
7.0000e+00,1.0000e+00,1.7199e+00,-9.9926e+04,-9.9933e+04,-1.7478e-02,-9.9933e+04,1.2936e-01,6.7021e+00,1.0000e+05,4.5448e+00,1.4539e-01,-1.1995e+00,2.1218e+00,2.6567e+00,2.5677e+00,5.8425e+00,6.9114e+00
8.0000e+00,1.0000e+00,1.9608e+00,-9.9692e+04,-9.9699e+04,-1.9975e-02,-9.9699e+04,1.2939e-01,6.7046e+00,9.9662e+04,5.0487e+00,-9.2384e-01,-5.6973e-01,-5.0739e-02,5.7322e-01,4.6234e+00,5.4519e+00,6.8260e+00
9.0000e+00,1.0000e+00,2.2005e+00,-9.9555e+04,-9.9562e+04,-2.2472e-02,-9.9562e+04,1.2941e-01,6.7071e+00,9.9428e+04,5.5822e+00,-9.6318e-01,-1.6140e+00,8.7415e-01,2.9981e-01,2.7625e+00,5.5183e+00,6.6283e+00
1.0000e+01,1.0000e+00,2.4390e+00,-9.8442e+04,-9.8449e+04,-2.4969e-02,-9.8449e+04,1.2943e-01,6.7096e+00,9.9291e+04,6.1357e+00,-7.2510e-02,-1.0289e+00,8.0091e-01,4.1859e+00,2.6536e+00,5.3393e+00,6.8141e+00
1.1000e+01,1.0000e+00,2.6764e+00,-9.8441e+04,-9.8447e+04,-2.7466e-02,-9.8447e+04,1.2178e-01,5.9395e+00,9.8178e+04,6.8235e+00,-3.3407e-01,-6.1285e-01,1.9194e+00,5.9231e-01,3.1669e+00,2.5912e+00,6.9354e+00
1.2000e+01,1.0000e+00,2.9126e+00,-9.7479e+04,-9.7486e+04,-2.9963e-02,-9.7486e+04,1.2948e-01,6.7146e+00,9.8176e+04,7.5105e+00,-5.2262e-01,-8.1771e-01,1.4914e+00,1.9285e+00,2.1880e+00,5.7912e+00,6.6574e+00
1.3000e+01,1.0000e+00,3.1477e+00,-9.6607e+04,-9.6614e+04,-3.2459e-02,-9.6614e+04,1.2951e-01,6.7171e+00,9.7215e+04,8.0292e+00,-9.0094e-01,-9.9648e-01,6.1560e-01,2.6331e+00,1.7925e+00,3.1789e+00,6.6668e+00
1.4000e+01,1.0000e+00,3.3816e+00,-9.5815e+04,-9.5822e+04,-3.4956e-02,-9.5822e+04,1.2953e-01,6.7196e+00,9.6343e+04,8.7192e+00,-4.3715e-01,-1.1642e+00,1.0548e+00,4.0446e+00,3.8645e+00,4.4796e+00,6.6739e+00
1.5000e+01,1.0000e+00,3.6145e+00,-9.5531e+04,-9.5538e+04,-3.7453e-02,-9.5538e+04,1.2955e-01,6.7221e+00,9.5551e+04,9.4025e+00,-1.0303e-01,-1.4857e+00,3.0342e-01,6.8153e-01,1.5447e+00,3.0522e+00,6.7388e+00
1.6000e+01,1.0000e+00,3.8462e+00,-9.5381e+04,-9.5387e+04,-3.9950e-02,-9.5387e+04,1.2958e-01,6.7246e+00,9.5267e+04,1.0090e+01,8.0521e-02,-6.4461e-01,3.4415e-01,1.2929e+00,3.6751e+00,5.7149e+00,6.8703e+00
1.7000e+01,1.0000e+00,4.0767e+00,-9.5240e+04,-9.5246e+04,-4.2447e-02,-9.5246e+04,1.2960e-01,6.7271e+00,9.5116e+04,1.0795e+01,-4.9150e-01,-1.8199e+00,1.2988e+00,3.0630e+00,2.0708e+00,5.5550e+00,6.5588e+00
1.8000e+01,1.0000e+00,4.3062e+00,-9.5020e+04,-9.5027e+04,-4.4944e-02,-9.5027e+04,1.2963e-01,6.7296e+00,9.4975e+04,1.1464e+01,-8.9726e-01,-1.2969e+00,6.5144e-01,5.9702e-01,1.4196e+00,5.7594e+00,6.4232e+00
1.9000e+01,1.0000e+00,4.5346e+00,-9.4475e+04,-9.4482e+04,-4.7441e-02,-9.4482e+04,1.2965e-01,6.7321e+00,9.4756e+04,1.1966e+01,-3.9175e-01,-9.5524e-01,-2.7234e-01,4.1967e+00,2.0499e+00,2.3340e+00,6.6737e+00
2.0000e+01,1.0000e+00,4.7619e+00,-9.4335e+04,-9.4341e+04,-4.9938e-02,-9.4341e+04,1.2967e-01,6.7345e+00,9.4211e+04,1.2695e+01,-1.0873e-01,-1.7345e+00,9.1716e-01,1.2257e+00,1.3864e+00,5.6910e+00,6.5758e+00
2.1000e+01,1.0000e+00,4.9881e+00,-9.4315e+04,-9.4322e+04,-5.2434e-02,-9.4322e+04,1.2970e-01,6.7370e+00,9.4070e+04,1.3385e+01,-4.3978e-01,-6.9508e-01,1.2318e+00,1.5807e+00,3.2170e+00,2.2860e+00,6.7122e+00
2.2000e+01,1.0000e+00,5.2133e+00,-9.4177e+04,-9.4184e+04,-5.4931e-02,-9.4184e+04,1.2972e-01,6.7395e+00,9.4051e+04,1.4085e+01,-8.7911e-01,-1.3055e+00,2.6682e+00,6.8363e-01,4.2882e+00,4.4971e+00,6.5979e+00
2.3000e+01,1.0000e+00,5.4374e+00,-9.3928e+04,-9.3935e+04,-5.7428e-02,-9.3935e+04,1.2975e-01,6.7420e+00,9.3913e+04,1.4601e+01,-2.9385e-01,-1.9427e+00,4.2991e-01,1.7533e+00,3.3629e+00,2.2165e+00,6.6137e+00
2.4000e+01,1.0000e+00,5.6604e+00,-9.3856e+04,-9.3862e+04,-5.9925e-02,-9.3862e+04,1.2977e-01,6.7445e+00,9.3664e+04,1.5276e+01,-5.4377e-01,-9.2751e-01,2.1301e+00,3.4092e-01,2.0195e+00,4.4305e+00,6.6587e+00
2.5000e+01,1.0000e+00,5.8824e+00,-9.3678e+04,-9.3685e+04,-6.2422e-02,-9.3685e+04,1.2979e-01,6.7470e+00,9.3591e+04,1.5985e+01,-9.7407e-01,-1.5597e+00,3.0486e-01,4.1312e-01,4.0924e+00,3.4438e+00,6.5031e+00
2.6000e+01,1.0000e+00,6.1033e+00,-9.2892e+04,-9.2898e+04,-6.4919e-02,-9.2898e+04,1.2982e-01,6.7495e+00,9.3414e+04,1.6504e+01,-4.1992e-01,-8.2218e-01,-3.6094e-01,1.8780e+00,3.8459e+00,2.1583e+00,6.6483e+00
2.7000e+01,3.0000e+00,6.2937e+00,-9.2853e+04,-9.2860e+04,-6.7416e-02,-9.2860e+04,1.2984e-01,6.7520e+00,9.2627e+04,1.8400e+01,-2.4555e-01,-1.8322e+00,1.6625e+00,2.5300e+00,9.0333e-01,4.5784e+00,6.5840e+00
2.8000e+01,1.0000e+00,6.5116e+00,-9.2547e+04,-9.2554e+04,-6.9913e-02,-9.2554e+04,1.2987e-01,6.7545e+00,9.2589e+04,1.8891e+01,3.8759e-01,-1.4645e+00,2.5102e+00,2.8268e+00,3.7365e+00,5.0623e+00,6.8195e+00
2.9000e+01,1.0000e+00,6.7285e+00,-9.2433e+04,-9.2440e+04,-7.2410e-02,-9.2440e+04,1.2989e-01,6.7570e+00,9.2283e+04,1.9404e+01,1.1065e-01,-1.1536e+00,2.2171e+00,2.0878e+00,1.4989e+00,6.0924e+00,6.4943e+00
3.0000e+01,1.0000e+00,6.9444e+00,-9.2285e+04,-9.2291e+04,-7.4906e-02,-9.2291e+04,1.2991e-01,6.7595e+00,9.2169e+04,1.9947e+01,-7.7869e-01,-1.8454e+00,-3.4092e-01,1.4392e+00,2.9967e+00,5.5739e+00,6.4107e+00
3.1000e+01,1.0000e+00,7.1594e+00,-9.2214e+04,-9.2221e+04,-7.7403e-02,-9.2221e+04,1.2994e-01,6.7620e+00,9.2020e+04,2.0457e+01,-9.3838e-01,-1.8186e+00,2.0237e+00,1.5717e+00,2.0998e+00,5.6071e+00,6.3944e+00
3.2000e+01,1.0000e+00,7.3733e+00,-9.1790e+04,-9.1797e+04,-7.9900e-02,-9.1797e+04,1.2996e-01,6.7645e+00,9.1950e+04,2.1132e+01,-7.9770e-01,-1.9028e+00,4.5445e-01,3.0426e+00,3.2313e+00,4.9778e+00,6.4313e+00
3.3000e+01,1.0000e+00,7.5862e+00,-9.1360e+04,-9.1367e+04,-8.2397e-02,-9.1367e+04,1.2999e-01,6.7670e+00,9.1526e+04,2.1823e+01,-3.0966e-01,-1.8956e+00,2.8734e+00,7.5943e-01,4.4554e+00,2.9288e+00,6.6635e+00
3.4000e+01,1.0000e+00,7.7982e+00,-9.1000e+04,-9.1007e+04,-8.4894e-02,-9.1007e+04,1.3001e-01,6.7695e+00,9.1096e+04,2.2495e+01,-4.2290e-03,-1.9311e+00,2.7359e+00,4.0380e+00,4.7527e+00,5.1058e+00,6.6665e+00
