niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.4691e+05,-1.4692e+05,-2.4969e-03,-1.4692e+05,1.2922e-01,6.6871e+00,inf,1.5733e+00,-5.9412e-01,-1.2165e+00,-8.7300e-01,2.6208e+00,3.9124e+00,3.8768e+00,6.4135e+00,2.9715e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.4677e+05,-1.4678e+05,-4.9938e-03,-1.4678e+05,1.2924e-01,6.6896e+00,1.3356e+05,2.8780e+00,1.4012e-01,-7.5109e-01,9.7346e-01,1.9416e+00,2.7282e+00,1.7092e+00,6.3919e+00,2.9283e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.4644e+05,-1.4645e+05,-7.4906e-03,-1.4645e+05,1.2926e-01,6.6921e+00,1.3342e+05,4.2741e+00,4.7627e-01,-1.0842e+00,1.3405e+00,2.3841e+00,2.5856e+00,2.3515e+00,6.3594e+00,2.9384e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4586e+05,-1.4587e+05,-9.9875e-03,-1.4587e+05,1.2929e-01,6.6946e+00,1.3309e+05,5.7429e+00,-1.9678e-01,-1.3328e+00,-1.1779e+00,2.1902e+00,4.2355e+00,5.4790e+00,6.1556e+00,2.9739e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4581e+05,-1.4581e+05,-1.2484e-02,-1.4581e+05,1.2931e-01,6.6971e+00,1.3251e+05,7.0212e+00,-7.4482e-01,-9.2243e-01,2.2129e+00,2.8345e-01,4.2725e+00,4.6255e+00,6.1022e+00,2.9151e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.4542e+05,-1.4543e+05,-1.4981e-02,-1.4543e+05,1.2934e-01,6.6996e+00,1.3245e+05,8.4573e+00,-4.1416e-01,-7.7647e-01,2.6283e+00,3.4487e+00,7.7219e-01,2.0824e+00,6.3574e+00,2.9578e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.4506e+05,-1.4506e+05,-1.7478e-02,-1.4506e+05,1.2936e-01,6.7021e+00,1.3207e+05,9.8244e+00,4.9157e-01,-1.1494e+00,2.1799e+00,1.3090e-01,1.0519e+00,2.9310e+00,6.2544e+00,2.9415e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.4504e+05,-1.4505e+05,-1.9975e-02,-1.4505e+05,1.2939e-01,6.7046e+00,1.3170e+05,1.1216e+01,-4.3809e-01,-1.9054e+00,4.4952e-01,2.6451e+00,3.4484e+00,2.3861e+00,5.8870e+00,2.9115e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.4500e+05,-1.4500e+05,-2.2472e-02,-1.4500e+05,1.2941e-01,6.7071e+00,1.3169e+05,1.2659e+01,3.5482e-01,-8.8113e-01,1.2752e-01,-1.9641e-01,3.0213e+00,4.7131e+00,6.1420e+00,2.9438e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.4471e+05,-1.4471e+05,-2.4969e-02,-1.4471e+05,1.2943e-01,6.7096e+00,1.3164e+05,1.4190e+01,-1.6083e-01,-1.8590e+00,1.8955e+00,1.8099e+00,1.1368e+00,4.1947e+00,6.1680e+00,2.9792e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.4469e+05,-1.4470e+05,-2.7466e-02,-1.4470e+05,1.2946e-01,6.7120e+00,1.3135e+05,1.5548e+01,-9.0637e-01,-1.6110e+00,8.6241e-01,1.7378e+00,4.1061e+00,1.8303e+00,6.2618e+00,3.0360e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.4435e+05,-1.4435e+05,-2.9963e-02,-1.4435e+05,1.2948e-01,6.7146e+00,1.3134e+05,1.6918e+01,4.5366e-01,-8.7605e-01,2.4646e+00,1.1986e-01,3.7137e+00,4.5341e+00,6.2813e+00,2.9459e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.4421e+05,-1.4422e+05,-3.2459e-02,-1.4422e+05,1.2951e-01,6.7171e+00,1.3099e+05,1.8170e+01,-3.7116e-01,-1.1470e+00,-1.0995e+00,3.7487e+00,2.8523e+00,4.7265e+00,6.1609e+00,3.0366e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.4389e+05,-1.4390e+05,-3.4956e-02,-1.4390e+05,1.2953e-01,6.7196e+00,1.3086e+05,1.9595e+01,-6.7716e-01,-1.9724e+00,2.1856e+00,2.1103e-01,1.3845e+00,5.5785e+00,5.7470e+00,2.9980e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.4387e+05,-1.4388e+05,-3.7453e-02,-1.4388e+05,1.2955e-01,6.7221e+00,1.3054e+05,2.0872e+01,-5.8994e-02,-1.6075e+00,1.0639e+00,1.9858e+00,1.1776e+00,4.2369e+00,6.2084e+00,3.0427e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.4377e+05,-1.4378e+05,-3.9950e-02,-1.4378e+05,1.2958e-01,6.7246e+00,1.3052e+05,2.2343e+01,-9.8817e-01,-1.0616e+00,1.0409e+00,7.0707e-01,3.1191e+00,5.5218e+00,5.1724e+00,2.9521e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.4374e+05,-1.4375e+05,-4.2447e-02,-1.4375e+05,1.2960e-01,6.7271e+00,1.3042e+05,2.3766e+01,2.6437e-01,-1.0077e+00,1.2028e+00,3.7176e+00,3.0412e+00,2.4704e+00,6.1095e+00,3.0048e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.4372e+05,-1.4372e+05,-4.4944e-02,-1.4372e+05,1.2963e-01,6.7296e+00,1.3039e+05,2.5263e+01,2.7714e-01,-1.3851e+00,-2.2072e-01,2.7854e+00,3.5406e+00,4.7578e+00,6.2267e+00,3.0601e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.4360e+05,-1.4361e+05,-4.7441e-02,-1.4361e+05,1.2965e-01,6.7321e+00,1.3036e+05,2.6624e+01,-9.0816e-01,-1.9653e+00,7.6325e-01,8.3258e-01,2.1575e+00,5.5030e+00,5.6266e+00,3.0137e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.4359e+05,-1.4359e+05,-4.9938e-02,-1.4359e+05,1.2967e-01,6.7345e+00,1.3025e+05,2.8101e+01,-8.0872e-01,-1.8307e+00,1.6553e+00,7.2371e-01,3.9826e+00,2.9226e+00,5.9317e+00,2.9946e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.4343e+05,-1.4343e+05,-5.2434e-02,-1.4343e+05,1.2970e-01,6.7370e+00,1.3023e+05,2.9610e+01,-3.6660e-01,-5.5921e-01,2.4764e-01,3.5390e+00,3.6490e+00,3.8310e+00,6.1988e+00,3.0589e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.4334e+05,-1.4334e+05,-5.4931e-02,-1.4334e+05,1.2972e-01,6.7395e+00,1.3007e+05,3.1042e+01,-8.6043e-01,-1.2291e+00,-4.7664e-01,1.6873e+00,1.4844e+00,1.6505e+00,5.9867e+00,3.0496e+01
2.3000e+01,1.0000e+00,5.4374e+00,-1.4332e+05,-1.4332e+05,-5.7428e-02,-1.4332e+05,1.2975e-01,6.7420e+00,1.2998e+05,3.2517e+01,1.8598e-01,-1.2359e+00,1.4031e+00,1.9250e+00,7.2125e-01,3.8800e+00,5.7139e+00,2.9017e+01
2.4000e+01,1.0000e+00,5.6604e+00,-1.4320e+05,-1.4320e+05,-5.9925e-02,-1.4320e+05,1.2977e-01,6.7445e+00,1.2996e+05,3.3867e+01,4.9198e-01,-1.7308e+00,3.8751e-03,2.0394e+00,4.1366e-01,5.2112e+00,6.3445e+00,3.1228e+01
2.5000e+01,2.0000e+00,5.8685e+00,-1.4315e+05,-1.4316e+05,-6.2422e-02,-1.4316e+05,1.2979e-01,6.7470e+00,1.2984e+05,3.7021e+01,3.3783e-01,-7.8447e-01,2.5901e+00,3.5971e+00,2.7409e+00,2.8546e+00,6.1092e+00,2.9203e+01
2.6000e+01,2.0000e+00,6.0748e+00,-1.4311e+05,-1.4311e+05,-6.4919e-02,-1.4311e+05,1.2982e-01,6.7495e+00,1.2980e+05,3.9665e+01,-3.7174e-01,-1.1661e+00,2.7546e-01,4.8621e-01,2.3686e+00,3.3804e+00,6.0344e+00,3.0393e+01
2.7000e+01,1.0000e+00,6.2937e+00,-1.4303e+05,-1.4304e+05,-6.7416e-02,-1.4304e+05,1.2984e-01,6.7520e+00,1.2975e+05,4.1050e+01,-5.7578e-01,-1.6373e+00,2.2191e+00,1.2346e+00,3.9284e+00,5.4081e+00,5.9266e+00,3.0488e+01
2.8000e+01,1.0000e+00,6.5116e+00,-1.4297e+05,-1.4297e+05,-6.9913e-02,-1.4297e+05,1.2987e-01,6.7545e+00,1.2968e+05,4.2456e+01,-9.4816e-01,-1.9023e+00,1.0494e+00,8.4225e-01,2.2931e+00,2.8631e+00,5.9247e+00,3.0628e+01
2.9000e+01,1.0000e+00,6.7285e+00,-1.4296e+05,-1.4297e+05,-7.2410e-02,-1.4297e+05,1.2741e-01,6.5016e+00,1.2961e+05,4.3764e+01,-4.0902e-01,-1.3151e+00,1.4088e+00,1.6697e+00,3.4970e+00,4.9927e+00,5.6987e+00,2.9792e+01
3.0000e+01,1.0000e+00,6.9444e+00,-1.4284e+05,-1.4285e+05,-7.4906e-02,-1.4285e+05,1.2991e-01,6.7595e+00,1.2961e+05,4.5083e+01,-6.9246e-01,-1.6479e+00,1.1216e+00,2.2801e+00,4.3069e+00,2.3139e+00,5.6354e+00,2.9621e+01
3.1000e+01,1.0000e+00,7.1594e+00,-1.4279e+05,-1.4280e+05,-7.7403e-02,-1.4280e+05,1.2994e-01,6.7620e+00,1.2949e+05,4.6360e+01,-8.7284e-01,-1.5005e+00,1.6474e+00,3.3595e-01,2.5861e+00,2.7008e+00,6.3335e+00,3.1671e+01
3.2000e+01,1.0000e+00,7.3733e+00,-1.4278e+05,-1.4279e+05,-7.9900e-02,-1.4279e+05,1.2996e-01,6.7644e+00,1.2944e+05,4.7592e+01,-8.6234e-02,-1.0700e+00,4.9969e-01,5.6130e-01,2.1521e+00,5.3077e+00,5.1213e+00,2.9326e+01
3.3000e+01,1.0000e+00,7.5862e+00,-1.4276e+05,-1.4276e+05,-8.2397e-02,-1.4276e+05,1.2999e-01,6.7670e+00,1.2943e+05,4.8931e+01,-9.1195e-01,-1.9115e+00,-1.0584e+00,1.8302e+00,1.9963e+00,5.6072e+00,2.8698e+00,3.0310e+01
