logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.0108e-01,-1.9409e+00,-3.3920e-01,6.1837e-01,2.7589e-01,3.0745e+00,3.0144e+00,2.9922e+01,-1.1302e+03
-6.5746e-01,-1.8079e+00,-1.9768e+00,6.9714e-01,1.4115e+00,3.1012e+00,2.9413e+00,2.9914e+01,-1.1312e+03
-7.9687e-01,-1.7230e+00,-5.2574e-01,7.1043e-01,-3.8520e-01,2.9897e+00,3.1887e+00,2.9991e+01,-1.1374e+03
-7.9157e-01,-1.7525e+00,-3.6347e-01,2.6328e-01,1.4752e-01,3.0490e+00,3.0769e+00,2.9930e+01,-1.1362e+03
-6.3738e-01,-1.9803e+00,-7.1323e-01,6.1029e-01,-3.4695e-01,3.1070e+00,2.9135e+00,2.9863e+01,-1.1219e+03
-6.4794e-01,-1.8465e+00,-4.4543e-01,6.8719e-01,8.7953e-01,3.0443e+00,2.9774e+00,2.9821e+01,-1.1385e+03
-6.7052e-01,-1.9175e+00,-3.7549e-01,6.8770e-01,5.9671e-01,3.1139e+00,2.9647e+00,2.9939e+01,-1.0942e+03
-7.6142e-01,-1.7838e+00,-6.3236e-01,6.1553e-01,1.1023e+00,3.0914e+00,3.1082e+00,3.0050e+01,-1.1359e+03
-6.7445e-01,-1.9293e+00,-5.0341e-01,4.6430e-01,1.1913e+00,3.1151e+00,2.9151e+00,2.9903e+01,-1.1292e+03
-6.5155e-01,-1.9912e+00,-4.2550e-01,4.3229e-01,4.7286e-01,3.0635e+00,2.9879e+00,2.9855e+01,-1.1346e+03
-6.4622e-01,-1.8967e+00,-3.5499e-01,6.4682e-01,1.1971e+00,3.0360e+00,2.9722e+00,2.9810e+01,-1.0971e+03
-7.3092e-01,-1.8450e+00,-3.6690e-01,6.0519e-01,9.7191e-03,3.0591e+00,3.0469e+00,2.9919e+01,-1.1192e+03
-6.8754e-01,-1.7308e+00,-5.1311e-01,6.4076e-01,-5.6446e-02,3.0504e+00,2.9171e+00,2.9761e+01,-1.1393e+03
-6.5203e-01,-1.9649e+00,-4.0937e-01,5.4170e-01,3.4860e-01,3.1068e+00,2.8463e+00,2.9819e+01,-1.1279e+03
-6.3486e-01,-1.9744e+00,-5.7360e-01,4.7278e-01,3.9161e-02,3.0995e+00,2.9328e+00,2.9860e+01,-1.1356e+03
-7.1875e-01,-1.8449e+00,-7.2201e-01,7.3251e-01,1.4494e+00,2.9914e+00,3.0650e+00,2.9868e+01,-1.1100e+03
-7.4308e-01,-1.9311e+00,-1.5505e+00,6.0978e-01,9.5662e-01,3.0722e+00,3.1158e+00,3.0025e+01,-1.1379e+03
