niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.3601e+05,-1.3602e+05,-1.9980e-03,-1.3602e+05,1.1750e-01,6.9098e+00,inf,3.0235e-01,-9.1919e-01,-1.5484e+00,6.2460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.3502e+05,-1.3503e+05,-3.9960e-03,-1.3503e+05,1.1751e-01,6.9118e+00,1.2860e+05,6.2921e-01,-8.5281e-01,-1.5618e+00,6.1425e+00,9.5291e+00,3.0622e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3495e+05,-1.3495e+05,-5.9940e-03,-1.3495e+05,1.1753e-01,6.9138e+00,1.2761e+05,9.3145e-01,-7.6710e-01,-1.6390e+00,6.1652e+00,9.5911e+00,3.0546e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3477e+05,-1.3477e+05,-7.9920e-03,-1.3477e+05,1.1755e-01,6.9157e+00,1.2753e+05,1.2196e+00,-9.8858e-01,-1.1037e+00,6.2927e+00,1.0064e+01,3.0060e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3440e+05,-1.3441e+05,-9.9900e-03,-1.3441e+05,1.1757e-01,6.9177e+00,1.2735e+05,1.5165e+00,-3.8559e-01,-1.9943e+00,6.1620e+00,9.9237e+00,3.0013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3422e+05,-1.3423e+05,-1.1988e-02,-1.3423e+05,1.1758e-01,6.9197e+00,1.2699e+05,1.8291e+00,2.6910e-01,-1.8167e+00,6.0389e+00,9.5726e+00,3.0254e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3415e+05,-1.3415e+05,-1.3986e-02,-1.3415e+05,1.1760e-01,6.9217e+00,1.2681e+05,2.1209e+00,-9.8598e-01,-1.0994e+00,6.2317e+00,9.8898e+00,3.0170e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3388e+05,-1.3389e+05,-1.5984e-02,-1.3389e+05,1.1762e-01,6.9237e+00,1.2673e+05,2.4211e+00,-1.4544e-01,-1.1107e+00,6.0544e+00,9.6067e+00,3.0238e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3388e+05,-1.3388e+05,-1.7982e-02,-1.3388e+05,1.1742e-01,6.9007e+00,1.2647e+05,2.7195e+00,-9.7902e-01,-1.3910e+00,6.2657e+00,9.6569e+00,3.1174e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3384e+05,-1.3384e+05,-1.9980e-02,-1.3384e+05,1.1765e-01,6.9277e+00,1.2646e+05,3.0409e+00,2.2353e-01,-1.0264e+00,6.0618e+00,9.5693e+00,3.0237e+01
