niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-2.1475e+05,-2.1475e+05,-2.4969e-03,-2.1475e+05,1.2922e-01,6.6871e+00,inf,4.5802e-01,-9.8858e-01,-6.5549e-01,5.9902e+00,4.0494e+00,2.2151e+01
2.0000e+00,1.0000e+00,4.9751e-01,-2.1400e+05,-2.1400e+05,-4.9938e-03,-2.1400e+05,1.2924e-01,6.6896e+00,1.9026e+05,1.0755e+00,-3.8559e-01,-1.9914e+00,5.8161e+00,3.0657e+00,2.2033e+01
3.0000e+00,1.0000e+00,7.4442e-01,-2.1335e+05,-2.1335e+05,-7.4906e-03,-2.1335e+05,1.2926e-01,6.6921e+00,1.8952e+05,1.7103e+00,-9.1919e-01,-1.3225e+00,5.9280e+00,7.0732e-01,2.2597e+01
4.0000e+00,1.0000e+00,9.9010e-01,-2.1296e+05,-2.1297e+05,-9.9875e-03,-2.1297e+05,1.2929e-01,6.6946e+00,1.8886e+05,2.3307e+00,-9.8598e-01,-6.4903e-01,5.9090e+00,2.8288e+00,2.2424e+01
5.0000e+00,1.0000e+00,1.2346e+00,-2.1269e+05,-2.1270e+05,-1.2484e-02,-2.1270e+05,1.2931e-01,6.6971e+00,1.8848e+05,2.8166e+00,3.8747e-01,-1.2063e+00,5.8847e+00,2.7815e+00,2.2032e+01
6.0000e+00,1.0000e+00,1.4778e+00,-2.1220e+05,-2.1221e+05,-1.4981e-02,-2.1221e+05,1.2934e-01,6.6996e+00,1.8821e+05,3.4310e+00,-7.0184e-01,-1.3341e+00,5.6991e+00,3.3900e+00,2.2408e+01
7.0000e+00,1.0000e+00,1.7199e+00,-2.1097e+05,-2.1097e+05,-1.7478e-02,-2.1097e+05,1.2936e-01,6.7021e+00,1.8772e+05,4.0628e+00,-7.0724e-01,-1.9139e+00,5.6590e+00,4.1703e+00,2.2795e+01
8.0000e+00,1.0000e+00,1.9608e+00,-2.1080e+05,-2.1081e+05,-1.9975e-02,-2.1081e+05,1.2939e-01,6.7046e+00,1.8648e+05,4.7879e+00,-2.0991e-01,-1.0554e+00,5.5261e+00,3.2416e+00,2.2113e+01
9.0000e+00,1.0000e+00,2.2005e+00,-2.1029e+05,-2.1029e+05,-2.2472e-02,-2.1029e+05,1.2941e-01,6.7071e+00,1.8632e+05,5.5198e+00,-7.6710e-01,-1.4585e+00,5.8203e+00,7.3778e-01,2.3364e+01
1.0000e+01,1.0000e+00,2.4390e+00,-2.1005e+05,-2.1005e+05,-2.4969e-02,-2.1005e+05,1.2943e-01,6.7096e+00,1.8580e+05,6.3126e+00,-9.1017e-02,-5.5281e-01,5.8704e+00,4.6571e+00,2.2923e+01
