niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4079e+05,-1.4079e+05,-1.9980e-03,-1.4079e+05,1.1750e-01,6.9098e+00,inf,2.7464e-01,-9.9049e-01,-1.1037e+00,7.4853e+00,1.0064e+01,2.8302e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4016e+05,-1.4017e+05,-3.9960e-03,-1.4017e+05,1.1751e-01,6.9118e+00,1.4061e+05,5.5613e-01,1.5623e-01,-1.4709e+00,7.3271e+00,9.8831e+00,2.8064e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3979e+05,-1.3979e+05,-5.9940e-03,-1.3979e+05,1.1753e-01,6.9138e+00,1.3998e+05,8.4301e-01,-9.3266e-01,-1.5484e+00,7.3920e+00,9.5868e+00,2.9194e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3891e+05,-1.3892e+05,-7.9920e-03,-1.3892e+05,1.1755e-01,6.9157e+00,1.3961e+05,1.1183e+00,-9.8831e-01,-1.0994e+00,7.3634e+00,9.8898e+00,2.8848e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3642e+05,-1.3643e+05,-9.9900e-03,-1.3643e+05,1.1757e-01,6.9177e+00,1.3873e+05,1.4036e+00,-7.5154e-01,-1.5560e+00,7.0486e+00,9.9700e+00,2.8815e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3614e+05,-1.3615e+05,-1.1988e-02,-1.3615e+05,1.1758e-01,6.9197e+00,1.3624e+05,1.6816e+00,-2.8787e-01,-1.1107e+00,7.0089e+00,9.6067e+00,2.9190e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3571e+05,-1.3572e+05,-1.3986e-02,-1.3572e+05,1.1760e-01,6.9217e+00,1.3596e+05,1.9673e+00,5.7580e-02,-1.8167e+00,6.9778e+00,9.5726e+00,2.9268e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3458e+05,-1.3458e+05,-1.5984e-02,-1.3458e+05,1.1762e-01,6.9237e+00,1.3553e+05,2.2452e+00,1.4448e-01,-1.8223e+00,7.3926e+00,9.9581e+00,2.9420e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3389e+05,-1.3390e+05,-1.7982e-02,-1.3390e+05,1.1763e-01,6.9257e+00,1.3440e+05,2.5123e+00,-8.0592e-01,-1.6390e+00,7.2305e+00,9.5911e+00,3.0728e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3292e+05,-1.3292e+05,-1.9980e-02,-1.3292e+05,1.1765e-01,6.9277e+00,1.3371e+05,2.9721e+00,-9.5086e-01,-1.5682e+00,6.6257e+00,9.7956e+00,2.8884e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.3290e+05,-1.3291e+05,-2.1978e-02,-1.3291e+05,1.1767e-01,6.9297e+00,1.3274e+05,3.2544e+00,-8.7734e-01,-1.5618e+00,7.1849e+00,9.5291e+00,3.1108e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.3222e+05,-1.3223e+05,-2.3976e-02,-1.3223e+05,1.1768e-01,6.9317e+00,1.3272e+05,3.5306e+00,-4.8799e-01,-1.9943e+00,7.2241e+00,9.9237e+00,2.8065e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.3203e+05,-1.3203e+05,-2.5974e-02,-1.3203e+05,1.1770e-01,6.9337e+00,1.3204e+05,3.8265e+00,-3.4159e-01,-1.3703e+00,6.7891e+00,9.9488e+00,2.8227e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.3064e+05,-1.3064e+05,-2.7972e-02,-1.3064e+05,1.1772e-01,6.9357e+00,1.3185e+05,4.1237e+00,1.9604e-02,-1.0264e+00,7.0237e+00,9.5693e+00,2.9185e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.2857e+05,-1.2857e+05,-2.9970e-02,-1.2857e+05,1.1774e-01,6.9377e+00,1.3046e+05,4.4247e+00,-5.9601e-01,-1.4095e+00,6.6234e+00,9.7009e+00,2.9731e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.2847e+05,-1.2848e+05,-3.1968e-02,-1.2848e+05,1.1775e-01,6.9397e+00,1.2839e+05,4.6960e+00,2.1757e-01,-1.2458e+00,7.0001e+00,9.5264e+00,3.0858e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.2805e+05,-1.2806e+05,-3.3966e-02,-1.2806e+05,1.1777e-01,6.9417e+00,1.2829e+05,4.9625e+00,-6.3324e-01,-1.9436e+00,7.1072e+00,9.9541e+00,3.1456e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.2788e+05,-1.2789e+05,-3.5964e-02,-1.2789e+05,1.1779e-01,6.9437e+00,1.2787e+05,5.2251e+00,-3.3085e-01,-1.3900e+00,6.6085e+00,9.7870e+00,3.0614e+01
