niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.4761e+05,-1.4762e+05,-2.4969e-03,-1.4762e+05,1.2922e-01,6.6871e+00,inf,4.7118e-01,-5.9412e-01,-1.2165e+00,-8.7300e-01,2.6208e+00,3.9124e+00,3.8768e+00,6.4135e+00,2.9715e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.4694e+05,-1.4695e+05,-4.9938e-03,-1.4695e+05,1.2924e-01,6.6896e+00,1.4009e+05,1.0795e+00,1.4012e-01,-7.5109e-01,9.7346e-01,1.9416e+00,2.7282e+00,1.7092e+00,6.3919e+00,2.9283e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.4642e+05,-1.4643e+05,-7.4906e-03,-1.4643e+05,1.2926e-01,6.6921e+00,1.3943e+05,1.5389e+00,-1.9678e-01,-1.3328e+00,-1.1779e+00,2.1902e+00,4.2355e+00,5.4790e+00,6.1556e+00,2.9739e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4591e+05,-1.4591e+05,-9.9875e-03,-1.4591e+05,1.2929e-01,6.6946e+00,1.3890e+05,2.1568e+00,4.7627e-01,-1.0842e+00,1.3405e+00,2.3841e+00,2.5856e+00,2.3515e+00,6.3594e+00,2.9384e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4588e+05,-1.4588e+05,-1.2484e-02,-1.4588e+05,1.2931e-01,6.6971e+00,1.3839e+05,2.7629e+00,-7.4482e-01,-9.2243e-01,2.2129e+00,2.8345e-01,4.2725e+00,4.6255e+00,6.1022e+00,2.9151e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.4561e+05,-1.4561e+05,-1.4981e-02,-1.4561e+05,1.2934e-01,6.6996e+00,1.3836e+05,3.2330e+00,-4.3809e-01,-1.9054e+00,4.4952e-01,2.6451e+00,3.4484e+00,2.3861e+00,5.8870e+00,2.9115e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.4553e+05,-1.4554e+05,-1.7478e-02,-1.4554e+05,1.2936e-01,6.7021e+00,1.3809e+05,3.7116e+00,-9.0637e-01,-1.6110e+00,8.6241e-01,1.7378e+00,4.1061e+00,1.8303e+00,6.2618e+00,3.0360e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.4534e+05,-1.4535e+05,-1.9975e-02,-1.4535e+05,1.2939e-01,6.7046e+00,1.3801e+05,4.1815e+00,3.5482e-01,-8.8113e-01,1.2752e-01,-1.9641e-01,3.0213e+00,4.7131e+00,6.1420e+00,2.9438e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.4515e+05,-1.4516e+05,-2.2472e-02,-1.4516e+05,1.2941e-01,6.7071e+00,1.3782e+05,4.6759e+00,-4.1416e-01,-7.7647e-01,2.6283e+00,3.4487e+00,7.7219e-01,2.0824e+00,6.3574e+00,2.9578e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.4494e+05,-1.4495e+05,-2.4969e-02,-1.4495e+05,1.2943e-01,6.7096e+00,1.3763e+05,5.2643e+00,-1.6083e-01,-1.8590e+00,1.8955e+00,1.8099e+00,1.1368e+00,4.1947e+00,6.1680e+00,2.9792e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.4472e+05,-1.4473e+05,-2.7466e-02,-1.4473e+05,1.2946e-01,6.7121e+00,1.3742e+05,5.7289e+00,4.9157e-01,-1.1494e+00,2.1799e+00,1.3090e-01,1.0519e+00,2.9310e+00,6.2544e+00,2.9415e+01
