logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-8.9617e-01,-5.4694e-01,1.3460e+00,7.9510e-01,1.0226e+00,2.3016e+00,4.4909e+00,3.0189e+01,-9.1942e+01
-2.5944e-01,-6.6724e-01,-1.3653e-01,1.5773e+00,1.8965e+00,4.4385e+00,4.4885e+00,3.1087e+01,-9.0206e+01
-2.1389e-01,-5.4936e-01,2.9578e+00,2.9364e+00,2.8457e+00,4.2103e+00,5.5062e+00,3.2723e+01,-1.0089e+02
-1.5223e-01,-6.2173e-01,1.6926e+00,1.8504e+00,3.3954e+00,3.9695e+00,4.3589e+00,3.0585e+01,-6.0543e+01
-6.1846e-01,-5.0408e-01,2.1217e+00,2.2331e+00,4.0406e+00,2.6640e+00,4.9692e+00,3.1693e+01,-8.1314e+01
5.6662e-02,-6.3284e-01,2.2883e+00,1.9856e+00,1.5876e+00,4.3166e+00,4.6909e+00,3.1139e+01,-8.8874e+01
-3.6734e-01,-6.8909e-01,-1.0897e-01,1.0080e+00,1.7180e+00,2.8653e+00,4.7484e+00,3.0803e+01,-1.0345e+02
-3.2729e-01,-5.4511e-01,2.2182e+00,2.1010e+00,3.9456e+00,3.2235e+00,4.6506e+00,3.1230e+01,-9.7561e+01
5.8317e-02,-8.4991e-01,-1.1899e-01,5.5152e-01,2.0568e+00,3.4684e+00,4.1826e+00,2.9640e+01,-8.6131e+01
4.3041e-01,-1.1309e+00,1.9577e+00,6.5378e-01,2.2822e+00,2.2022e+00,5.3279e+00,3.2188e+01,-9.5279e+01
-9.1148e-02,-5.5440e-01,3.0539e+00,1.2826e+00,4.4694e+00,5.1976e+00,5.3089e+00,3.3221e+01,-9.6496e+01
-8.5758e-01,-5.1111e-01,1.8829e+00,8.6180e-01,1.8246e+00,3.4342e+00,4.5812e+00,3.0505e+01,-6.7619e+01
