niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-1.2481e+05,-1.2482e+05,-2.4969e-03,-1.2482e+05,1.2922e-01,6.6871e+00,inf,6.8341e-01,-5.1427e-01,-1.8607e+00,-2.9405e-02,3.5837e+00,1.1809e+00,4.1949e+00,6.8718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-1.2416e+05,-1.2417e+05,-4.9938e-03,-1.2417e+05,1.2924e-01,6.6896e+00,1.2430e+05,1.3584e+00,-2.6831e-02,-1.4816e+00,1.4069e+00,3.7762e+00,4.3586e+00,6.0149e+00,6.8610e+00
3.0000e+00,1.0000e+00,7.4442e-01,-1.2384e+05,-1.2385e+05,-7.4906e-03,-1.2385e+05,1.2926e-01,6.6921e+00,1.2365e+05,2.0215e+00,-6.6183e-01,-1.3484e+00,1.6533e-01,3.5798e+00,4.4420e+00,5.3658e+00,6.7807e+00
4.0000e+00,1.0000e+00,9.9010e-01,-1.2355e+05,-1.2356e+05,-9.9875e-03,-1.2356e+05,1.2929e-01,6.6946e+00,1.2333e+05,2.6876e+00,-2.5311e-01,-1.4600e+00,-1.2283e-01,3.1717e+00,4.2174e+00,3.3841e+00,6.8478e+00
5.0000e+00,1.0000e+00,1.2346e+00,-1.2297e+05,-1.2297e+05,-1.2484e-02,-1.2297e+05,1.2931e-01,6.6971e+00,1.2305e+05,3.3694e+00,-6.3093e-01,-1.9361e+00,2.2488e-01,4.4628e-01,3.6981e+00,5.4474e+00,6.6721e+00
6.0000e+00,1.0000e+00,1.4778e+00,-1.2260e+05,-1.2261e+05,-1.4981e-02,-1.2261e+05,1.2934e-01,6.6996e+00,1.2246e+05,4.0412e+00,1.4539e-01,-1.1995e+00,2.1218e+00,2.6567e+00,2.5677e+00,5.8425e+00,6.9114e+00
7.0000e+00,1.0000e+00,1.7199e+00,-1.2255e+05,-1.2256e+05,-1.7478e-02,-1.2256e+05,1.2936e-01,6.7021e+00,1.2209e+05,4.5300e+00,-9.1433e-01,-9.9587e-01,2.3022e+00,3.0987e+00,4.0637e+00,4.3396e+00,6.7989e+00
8.0000e+00,1.0000e+00,1.9608e+00,-1.2221e+05,-1.2221e+05,-1.9975e-02,-1.2221e+05,1.2939e-01,6.7046e+00,1.2205e+05,5.0241e+00,-9.6318e-01,-1.6140e+00,8.7415e-01,2.9981e-01,2.7625e+00,5.5183e+00,6.6283e+00
9.0000e+00,1.0000e+00,2.2005e+00,-1.2204e+05,-1.2204e+05,-2.2472e-02,-1.2204e+05,1.2941e-01,6.7071e+00,1.2170e+05,5.5584e+00,-9.2384e-01,-5.6973e-01,-5.0739e-02,5.7322e-01,4.6234e+00,5.4519e+00,6.8260e+00
1.0000e+01,1.0000e+00,2.4390e+00,-1.2195e+05,-1.2196e+05,-2.4969e-02,-1.2196e+05,1.2943e-01,6.7096e+00,1.2153e+05,6.1946e+00,-3.3407e-01,-6.1285e-01,1.9194e+00,5.9231e-01,3.1669e+00,2.5912e+00,6.9354e+00
1.1000e+01,1.0000e+00,2.6764e+00,-1.2144e+05,-1.2145e+05,-2.7466e-02,-1.2145e+05,1.2946e-01,6.7121e+00,1.2144e+05,6.8640e+00,-7.2510e-02,-1.0289e+00,8.0091e-01,4.1859e+00,2.6536e+00,5.3393e+00,6.8141e+00
1.2000e+01,1.0000e+00,2.9126e+00,-1.2093e+05,-1.2094e+05,-2.9963e-02,-1.2094e+05,1.2948e-01,6.7146e+00,1.2094e+05,7.5352e+00,-5.2262e-01,-8.1771e-01,1.4914e+00,1.9285e+00,2.1880e+00,5.7912e+00,6.6574e+00
1.3000e+01,1.0000e+00,3.1477e+00,-1.2024e+05,-1.2025e+05,-3.2459e-02,-1.2025e+05,1.2951e-01,6.7171e+00,1.2043e+05,8.0543e+00,-9.0094e-01,-9.9648e-01,6.1560e-01,2.6331e+00,1.7925e+00,3.1789e+00,6.6668e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.2018e+05,-1.2019e+05,-3.4956e-02,-1.2019e+05,1.2953e-01,6.7196e+00,1.1974e+05,8.7224e+00,-1.0303e-01,-1.4857e+00,3.0342e-01,6.8153e-01,1.5447e+00,3.0522e+00,6.7388e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.2007e+05,-1.2008e+05,-3.7453e-02,-1.2008e+05,1.2955e-01,6.7221e+00,1.1968e+05,9.3934e+00,-4.9150e-01,-1.8199e+00,1.2988e+00,3.0630e+00,2.0708e+00,5.5550e+00,6.5588e+00
1.6000e+01,1.0000e+00,3.8462e+00,-1.1995e+05,-1.1995e+05,-3.9950e-02,-1.1995e+05,1.2958e-01,6.7246e+00,1.1957e+05,1.0074e+01,-4.3715e-01,-1.1642e+00,1.0548e+00,4.0446e+00,3.8645e+00,4.4796e+00,6.6739e+00
1.7000e+01,1.0000e+00,4.0767e+00,-1.1971e+05,-1.1971e+05,-4.2447e-02,-1.1971e+05,1.2960e-01,6.7271e+00,1.1944e+05,1.0757e+01,8.0521e-02,-6.4461e-01,3.4415e-01,1.2929e+00,3.6751e+00,5.7149e+00,6.8703e+00
1.8000e+01,1.0000e+00,4.3062e+00,-1.1966e+05,-1.1967e+05,-4.4944e-02,-1.1967e+05,1.2963e-01,6.7296e+00,1.1920e+05,1.1422e+01,-8.9726e-01,-1.2969e+00,6.5144e-01,5.9702e-01,1.4196e+00,5.7594e+00,6.4232e+00
1.9000e+01,1.0000e+00,4.5346e+00,-1.1937e+05,-1.1938e+05,-4.7441e-02,-1.1938e+05,1.2965e-01,6.7321e+00,1.1916e+05,1.1926e+01,-3.9175e-01,-9.5524e-01,-2.7234e-01,4.1967e+00,2.0499e+00,2.3340e+00,6.6737e+00
2.0000e+01,1.0000e+00,4.7619e+00,-1.1896e+05,-1.1897e+05,-4.9938e-02,-1.1897e+05,1.2967e-01,6.7345e+00,1.1886e+05,1.2652e+01,-1.0873e-01,-1.7345e+00,9.1716e-01,1.2257e+00,1.3864e+00,5.6910e+00,6.5758e+00
2.1000e+01,1.0000e+00,4.9881e+00,-1.1894e+05,-1.1895e+05,-5.2434e-02,-1.1895e+05,1.2970e-01,6.7370e+00,1.1846e+05,1.3329e+01,-4.3978e-01,-6.9508e-01,1.2318e+00,1.5807e+00,3.2170e+00,2.2860e+00,6.7122e+00
2.2000e+01,1.0000e+00,5.2133e+00,-1.1891e+05,-1.1891e+05,-5.4931e-02,-1.1891e+05,1.2972e-01,6.7395e+00,1.1843e+05,1.4016e+01,-2.9385e-01,-1.9427e+00,4.2991e-01,1.7533e+00,3.3629e+00,2.2165e+00,6.6137e+00
2.3000e+01,1.0000e+00,5.4374e+00,-1.1874e+05,-1.1875e+05,-5.7428e-02,-1.1875e+05,1.2975e-01,6.7420e+00,1.1840e+05,1.4520e+01,-8.7911e-01,-1.3055e+00,2.6682e+00,6.8363e-01,4.2882e+00,4.4971e+00,6.5979e+00
2.4000e+01,1.0000e+00,5.6604e+00,-1.1861e+05,-1.1861e+05,-5.9925e-02,-1.1861e+05,1.2977e-01,6.7445e+00,1.1824e+05,1.5204e+01,-9.7407e-01,-1.5597e+00,3.0486e-01,4.1312e-01,4.0924e+00,3.4438e+00,6.5031e+00
2.5000e+01,1.0000e+00,5.8824e+00,-1.1858e+05,-1.1859e+05,-6.2422e-02,-1.1859e+05,1.2979e-01,6.7470e+00,1.1810e+05,1.5898e+01,-5.4377e-01,-9.2751e-01,2.1301e+00,3.4092e-01,2.0195e+00,4.4305e+00,6.6587e+00
2.6000e+01,1.0000e+00,6.1033e+00,-1.1832e+05,-1.1832e+05,-6.4919e-02,-1.1832e+05,1.2982e-01,6.7495e+00,1.1808e+05,1.6412e+01,-2.4555e-01,-1.8322e+00,1.6625e+00,2.5300e+00,9.0333e-01,4.5784e+00,6.5840e+00
2.7000e+01,3.0000e+00,6.2937e+00,-1.1827e+05,-1.1828e+05,-6.7416e-02,-1.1828e+05,1.2984e-01,6.7520e+00,1.1781e+05,1.8254e+01,-4.1992e-01,-8.2218e-01,-3.6094e-01,1.8780e+00,3.8459e+00,2.1583e+00,6.6483e+00
2.8000e+01,1.0000e+00,6.5116e+00,-1.1818e+05,-1.1819e+05,-6.9913e-02,-1.1819e+05,1.2987e-01,6.7545e+00,1.1777e+05,1.8742e+01,3.8759e-01,-1.4645e+00,2.5102e+00,2.8268e+00,3.7365e+00,5.0623e+00,6.8195e+00
2.9000e+01,1.0000e+00,6.7285e+00,-1.1809e+05,-1.1809e+05,-7.2410e-02,-1.1809e+05,1.2989e-01,6.7570e+00,1.1768e+05,1.9259e+01,-7.7869e-01,-1.8454e+00,-3.4092e-01,1.4392e+00,2.9967e+00,5.5739e+00,6.4107e+00
3.0000e+01,1.0000e+00,6.9444e+00,-1.1777e+05,-1.1778e+05,-7.4906e-02,-1.1778e+05,1.2991e-01,6.7595e+00,1.1758e+05,1.9805e+01,-9.3838e-01,-1.8186e+00,2.0237e+00,1.5717e+00,2.0998e+00,5.6071e+00,6.3944e+00
3.1000e+01,1.0000e+00,7.1594e+00,-1.1768e+05,-1.1768e+05,-7.7403e-02,-1.1768e+05,1.2994e-01,6.7620e+00,1.1727e+05,2.0312e+01,1.1065e-01,-1.1536e+00,2.2171e+00,2.0878e+00,1.4989e+00,6.0924e+00,6.4943e+00
3.2000e+01,1.0000e+00,7.3733e+00,-1.1760e+05,-1.1761e+05,-7.9900e-02,-1.1761e+05,1.2996e-01,6.7645e+00,1.1717e+05,2.1004e+01,-7.9770e-01,-1.9028e+00,4.5445e-01,3.0426e+00,3.2313e+00,4.9778e+00,6.4313e+00
3.3000e+01,1.0000e+00,7.5862e+00,-1.1708e+05,-1.1709e+05,-8.2397e-02,-1.1709e+05,1.2999e-01,6.7670e+00,1.1710e+05,2.1705e+01,-3.0966e-01,-1.8956e+00,2.8734e+00,7.5943e-01,4.4554e+00,2.9288e+00,6.6635e+00
3.4000e+01,1.0000e+00,7.7982e+00,-1.1679e+05,-1.1679e+05,-8.4894e-02,-1.1679e+05,1.3001e-01,6.7695e+00,1.1658e+05,2.2416e+01,-4.2290e-03,-1.9311e+00,2.7359e+00,4.0380e+00,4.7527e+00,5.1058e+00,6.6665e+00
3.5000e+01,1.0000e+00,8.0092e+00,-1.1677e+05,-1.1678e+05,-8.7391e-02,-1.1678e+05,1.3003e-01,6.7720e+00,1.1628e+05,2.2922e+01,-7.7280e-01,-1.7072e+00,-5.3675e-01,3.9252e+00,4.1989e+00,2.7446e+00,6.4064e+00
3.6000e+01,1.0000e+00,8.2192e+00,-1.1656e+05,-1.1656e+05,-8.9888e-02,-1.1656e+05,1.3006e-01,6.7745e+00,1.1626e+05,2.3426e+01,-9.3715e-01,-1.7387e+00,1.4953e+00,9.5778e-01,3.1427e+00,4.1646e+00,6.4110e+00
3.7000e+01,1.0000e+00,8.4282e+00,-1.1626e+05,-1.1627e+05,-9.2385e-02,-1.1627e+05,1.3008e-01,6.7770e+00,1.1605e+05,2.3947e+01,8.7859e-02,-5.3932e-01,1.3756e+00,2.0454e+00,9.6471e-01,4.5325e+00,6.7947e+00
3.8000e+01,1.0000e+00,8.6364e+00,-1.1626e+05,-1.1627e+05,-9.4881e-02,-1.1627e+05,1.2776e-01,6.5367e+00,1.1576e+05,2.4607e+01,-2.8388e-01,-1.9523e+00,2.1745e+00,2.7844e+00,1.5165e+00,4.5953e+00,6.5159e+00
3.9000e+01,1.0000e+00,8.8435e+00,-1.1555e+05,-1.1556e+05,-9.7378e-02,-1.1556e+05,1.3013e-01,6.7820e+00,1.1575e+05,2.5114e+01,-3.4616e-01,-1.8735e+00,7.4218e-01,4.0474e+00,2.9596e+00,5.2514e+00,6.3818e+00
4.0000e+01,1.0000e+00,9.0498e+00,-1.1502e+05,-1.1503e+05,-9.9875e-02,-1.1503e+05,1.3015e-01,6.7845e+00,1.1505e+05,2.5664e+01,-5.6681e-02,-1.7637e+00,2.1560e+00,4.2226e+00,3.9953e+00,6.0267e+00,6.1553e+00
4.1000e+01,1.0000e+00,9.2551e+00,-1.1397e+05,-1.1398e+05,-1.0237e-01,-1.1398e+05,1.3018e-01,6.7870e+00,1.1452e+05,2.6161e+01,-6.4170e-01,-1.7939e+00,2.9834e+00,3.2911e+00,4.6878e+00,5.5472e+00,6.3904e+00
4.2000e+01,1.0000e+00,9.4595e+00,-1.1372e+05,-1.1372e+05,-1.0487e-01,-1.1372e+05,1.3020e-01,6.7895e+00,1.1347e+05,2.6819e+01,-9.3689e-01,-6.1015e-01,2.9747e+00,3.5079e+00,1.6296e+00,4.4579e+00,6.5496e+00
4.3000e+01,1.0000e+00,9.6629e+00,-1.1370e+05,-1.1371e+05,-1.0737e-01,-1.1371e+05,1.3023e-01,6.7920e+00,1.1321e+05,2.7509e+01,-1.1352e-01,-1.3373e+00,1.7929e+00,5.6598e-01,2.6899e+00,3.2053e+00,6.4692e+00
4.4000e+01,2.0000e+00,9.8434e+00,-1.1299e+05,-1.1299e+05,-1.0986e-01,-1.1299e+05,1.3025e-01,6.7945e+00,1.1319e+05,2.8905e+01,1.3538e-01,-1.4468e+00,3.6494e-01,1.2334e+00,4.3617e+00,3.5770e+00,6.4877e+00
4.5000e+01,1.0000e+00,1.0045e+01,-1.1296e+05,-1.1296e+05,-1.1236e-01,-1.1296e+05,1.3027e-01,6.7970e+00,1.1248e+05,2.9596e+01,-9.9318e-01,-1.1937e+00,-6.9994e-01,2.4083e+00,1.0590e+00,2.7245e+00,6.3076e+00
4.6000e+01,1.0000e+00,1.0245e+01,-1.1294e+05,-1.1295e+05,-1.1486e-01,-1.1295e+05,1.3030e-01,6.7995e+00,1.1245e+05,3.0109e+01,-2.5226e-01,-1.1020e+00,4.3428e-01,2.1132e+00,2.8587e+00,4.4512e+00,6.4141e+00
4.7000e+01,1.0000e+00,1.0444e+01,-1.1276e+05,-1.1277e+05,-1.1735e-01,-1.1277e+05,1.3032e-01,6.8020e+00,1.1243e+05,3.0609e+01,-8.6733e-01,-1.9150e+00,-3.5322e-01,2.2075e+00,3.5749e+00,2.4722e+00,6.2644e+00
4.8000e+01,1.0000e+00,1.0643e+01,-1.1253e+05,-1.1254e+05,-1.1985e-01,-1.1254e+05,1.3035e-01,6.8045e+00,1.1226e+05,3.1123e+01,-9.6088e-02,-1.4160e+00,8.8293e-01,2.3976e+00,4.3800e+00,5.1658e+00,6.3424e+00
4.9000e+01,1.0000e+00,1.0841e+01,-1.1243e+05,-1.1244e+05,-1.2235e-01,-1.1244e+05,1.3037e-01,6.8070e+00,1.1202e+05,3.1806e+01,-8.1482e-01,-1.4803e+00,7.7502e-01,5.1411e-01,4.1471e+00,6.0333e+00,4.3447e+00
5.0000e+01,1.0000e+00,1.1038e+01,-1.1237e+05,-1.1238e+05,-1.2484e-01,-1.1238e+05,1.3039e-01,6.8095e+00,1.1192e+05,3.2506e+01,-4.8052e-01,-1.7272e+00,9.0995e-01,1.3812e+00,1.0731e+00,5.4437e+00,6.1907e+00
5.1000e+01,1.0000e+00,1.1233e+01,-1.1211e+05,-1.1211e+05,-1.2734e-01,-1.1211e+05,1.3042e-01,6.8120e+00,1.1187e+05,3.3004e+01,-4.9724e-01,-1.0137e+00,-4.7294e-01,4.8624e-01,2.1690e+00,4.4705e+00,6.3511e+00
5.2000e+01,1.0000e+00,1.1429e+01,-1.1199e+05,-1.1200e+05,-1.2984e-01,-1.1200e+05,1.3044e-01,6.8144e+00,1.1160e+05,3.3678e+01,-7.8162e-01,-1.5957e+00,-4.3069e-01,1.0492e+00,4.6663e+00,5.9875e+00,2.9511e+00
5.3000e+01,1.0000e+00,1.1623e+01,-1.1189e+05,-1.1189e+05,-1.3233e-01,-1.1189e+05,1.3046e-01,6.8169e+00,1.1149e+05,3.4186e+01,-2.5257e-01,-1.3933e+00,-3.5748e-01,6.0311e-01,4.7855e+00,6.0102e+00,4.9550e+00
5.4000e+01,1.0000e+00,1.1816e+01,-1.1186e+05,-1.1187e+05,-1.3483e-01,-1.1187e+05,1.3049e-01,6.8194e+00,1.1138e+05,3.4897e+01,-3.7734e-01,-1.2794e+00,3.1670e+00,1.7599e+00,9.2590e-01,5.7962e+00,6.4286e+00
5.5000e+01,1.0000e+00,1.2009e+01,-1.1170e+05,-1.1171e+05,-1.3733e-01,-1.1171e+05,1.3051e-01,6.8219e+00,1.1135e+05,3.5426e+01,-2.0003e-02,-1.9706e+00,4.3135e-01,2.1879e+00,2.9614e+00,5.9446e+00,5.9783e+00
5.6000e+01,1.0000e+00,1.2200e+01,-1.1163e+05,-1.1164e+05,-1.3983e-01,-1.1164e+05,1.3054e-01,6.8244e+00,1.1120e+05,3.6100e+01,-2.0991e-01,-1.0554e+00,2.7597e+00,2.8308e+00,9.6702e-01,4.8894e+00,6.4741e+00
5.7000e+01,1.0000e+00,1.2391e+01,-1.1147e+05,-1.1147e+05,-1.4232e-01,-1.1147e+05,1.3056e-01,6.8269e+00,1.1113e+05,3.6600e+01,-7.9668e-01,-1.8094e+00,8.8962e-01,2.7360e+00,1.4053e+00,6.0065e+00,3.6581e+00
5.8000e+01,1.0000e+00,1.2581e+01,-1.1147e+05,-1.1147e+05,-1.4482e-01,-1.1147e+05,1.1971e-01,5.7394e+00,1.1096e+05,3.7268e+01,-1.7824e-01,-9.0465e-01,-6.5438e-01,3.7206e+00,4.8708e+00,3.4098e+00,6.3366e+00
5.9000e+01,1.0000e+00,1.2771e+01,-1.1122e+05,-1.1122e+05,-1.4732e-01,-1.1122e+05,1.3061e-01,6.8319e+00,1.1096e+05,3.7935e+01,-2.1655e-01,-1.8525e+00,2.0882e+00,3.8024e+00,3.1445e+00,6.0865e+00,3.6505e+00
6.0000e+01,1.0000e+00,1.2959e+01,-1.1112e+05,-1.1113e+05,-1.4981e-01,-1.1113e+05,1.3063e-01,6.8344e+00,1.1071e+05,3.8485e+01,-5.9073e-01,-7.8632e-01,3.0963e+00,6.3590e-01,3.2100e+00,3.7303e+00,6.5328e+00
