niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2833e+05,-1.2834e+05,-1.9980e-03,-1.2834e+05,1.1750e-01,6.9098e+00,inf,1.5344e+00,-9.6883e-01,-1.1163e+00,-7.8161e-01,1.8528e-01,1.1525e+00,2.0353e+00,4.7326e+00,2.9026e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.2796e+05,-1.2796e+05,-3.9960e-03,-1.2796e+05,1.1751e-01,6.9118e+00,1.2726e+05,3.0764e+00,-6.6177e-01,-1.4777e+00,-1.7391e+00,5.6218e-01,1.6334e+00,2.6497e+00,4.7652e+00,2.9357e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.2704e+05,-1.2705e+05,-5.9940e-03,-1.2705e+05,1.1753e-01,6.9138e+00,1.2688e+05,4.6176e+00,-4.9898e-02,-1.1674e+00,-8.1589e-01,2.2261e-01,1.0413e+00,1.5659e+00,4.7544e+00,2.9142e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.2695e+05,-1.2696e+05,-7.9920e-03,-1.2696e+05,1.1755e-01,6.9157e+00,1.2597e+05,6.3824e+00,-5.1180e-01,-1.1843e+00,1.1509e-02,9.7614e-01,6.3308e-02,1.7525e+00,4.7371e+00,2.9289e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.2673e+05,-1.2674e+05,-9.9900e-03,-1.2674e+05,1.1757e-01,6.9177e+00,1.2588e+05,7.9160e+00,2.3022e-01,-1.3895e+00,-6.3238e-01,4.4384e-01,9.7000e-01,1.8871e+00,4.7381e+00,2.9192e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.2599e+05,-1.2600e+05,-1.1988e-02,-1.2600e+05,1.1758e-01,6.9197e+00,1.2566e+05,9.6438e+00,-8.2816e-01,-1.3043e+00,-7.9478e-01,-1.8950e-01,1.3815e+00,3.1861e+00,4.6155e+00,2.9214e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.2592e+05,-1.2592e+05,-1.3986e-02,-1.2592e+05,1.1760e-01,6.9217e+00,1.2492e+05,1.1171e+01,-7.8735e-01,-1.2816e+00,-1.9618e-01,-6.0647e-01,1.8135e+00,3.0240e+00,4.6095e+00,2.9075e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.2575e+05,-1.2576e+05,-1.5984e-02,-1.2576e+05,1.1762e-01,6.9237e+00,1.2484e+05,1.2504e+01,-9.2197e-01,-1.7406e+00,-8.7142e-01,1.2069e-01,1.7303e+00,1.6265e+00,4.6893e+00,2.9680e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.2574e+05,-1.2574e+05,-1.7982e-02,-1.2574e+05,1.1763e-01,6.9257e+00,1.2468e+05,1.3846e+01,2.1138e-01,-1.2507e+00,-7.0306e-02,-6.8827e-01,1.5340e+00,2.9784e+00,4.6991e+00,2.9229e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.2561e+05,-1.2562e+05,-1.9980e-02,-1.2562e+05,1.1765e-01,6.9277e+00,1.2466e+05,1.5238e+01,-3.3065e-01,-1.5552e+00,-1.8916e+00,3.4688e-01,1.7949e+00,3.4508e+00,4.6362e+00,2.9369e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.2549e+05,-1.2550e+05,-2.1978e-02,-1.2550e+05,1.1767e-01,6.9297e+00,1.2454e+05,1.6778e+01,2.4298e-01,-1.4329e+00,-2.1266e-01,-6.8275e-01,2.0318e-01,2.1768e+00,4.6856e+00,2.9207e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.2488e+05,-1.2489e+05,-2.3976e-02,-1.2489e+05,1.1768e-01,6.9317e+00,1.2442e+05,1.8329e+01,-3.0069e-01,-1.9060e+00,-3.5489e-01,1.5675e-01,2.4563e-01,2.8087e+00,4.6424e+00,2.9396e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.2465e+05,-1.2466e+05,-2.5974e-02,-1.2466e+05,1.1770e-01,6.9337e+00,1.2381e+05,1.9657e+01,1.2902e-01,-1.2541e+00,-1.2389e+00,-8.4641e-01,1.1878e+00,3.0679e+00,4.6294e+00,2.9219e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.2414e+05,-1.2414e+05,-2.7972e-02,-1.2414e+05,1.1772e-01,6.9357e+00,1.2358e+05,2.0978e+01,-8.9403e-01,-1.6670e+00,-4.7892e-01,-5.8022e-01,9.7029e-01,2.0617e+00,4.7252e+00,3.0336e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.2413e+05,-1.2414e+05,-2.9970e-02,-1.2414e+05,1.1750e-01,6.9101e+00,1.2306e+05,2.2518e+01,-4.7596e-01,-1.4313e+00,-1.8524e+00,1.1262e+00,1.1034e+00,3.0745e+00,4.6389e+00,2.9683e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.2409e+05,-1.2410e+05,-3.1968e-02,-1.2410e+05,1.1775e-01,6.9397e+00,1.2306e+05,2.4253e+01,-2.1583e-01,-1.7383e+00,-7.7069e-01,2.4471e-01,2.6603e-01,2.8298e+00,4.6626e+00,2.9714e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.2391e+05,-1.2392e+05,-3.3966e-02,-1.2392e+05,1.1777e-01,6.9417e+00,1.2302e+05,2.5991e+01,1.1486e-01,-1.1896e+00,-7.5767e-03,1.0503e+00,1.0477e+00,2.1386e+00,4.6130e+00,2.9101e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.2382e+05,-1.2382e+05,-3.5964e-02,-1.2382e+05,1.1779e-01,6.9437e+00,1.2284e+05,2.7511e+01,2.4332e-01,-1.8205e+00,-1.3007e+00,2.7149e-01,-1.1595e-01,3.3169e+00,4.7307e+00,3.0114e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.2371e+05,-1.2372e+05,-3.7962e-02,-1.2372e+05,1.1780e-01,6.9457e+00,1.2274e+05,2.9034e+01,6.4280e-02,-1.5900e+00,-1.4130e+00,6.4449e-01,1.4475e+00,3.0902e+00,4.6718e+00,2.9800e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.2334e+05,-1.2334e+05,-3.9960e-02,-1.2334e+05,1.1782e-01,6.9477e+00,1.2264e+05,3.0909e+01,-4.7216e-01,-1.0395e+00,-1.1788e+00,1.0213e+00,1.5017e+00,2.6268e+00,4.6578e+00,2.9795e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.2324e+05,-1.2324e+05,-4.1958e-02,-1.2324e+05,1.1784e-01,6.9497e+00,1.2226e+05,3.2436e+01,1.1975e-01,-1.5477e+00,-1.2592e-01,-5.5871e-01,1.3383e+00,2.4650e+00,4.7244e+00,3.0051e+01
2.2000e+01,2.0000e+00,4.2065e+00,-1.2322e+05,-1.2323e+05,-4.3956e-02,-1.2323e+05,1.1785e-01,6.9517e+00,1.2216e+05,3.5491e+01,-5.3174e-01,-1.9369e+00,-1.0779e+00,5.7435e-01,1.4014e+00,1.9044e+00,4.5019e+00,2.9057e+01
2.3000e+01,1.0000e+00,4.3893e+00,-1.2298e+05,-1.2299e+05,-4.5954e-02,-1.2299e+05,1.1787e-01,6.9537e+00,1.2215e+05,3.6822e+01,-8.4060e-01,-1.8871e+00,-4.7495e-01,-3.8634e-01,1.6685e+00,2.1726e+00,4.5243e+00,2.9473e+01
2.4000e+01,1.0000e+00,4.5714e+00,-1.2297e+05,-1.2298e+05,-4.7952e-02,-1.2298e+05,1.1779e-01,6.9437e+00,1.2190e+05,3.8553e+01,-3.3734e-01,-1.3195e+00,-1.0810e+00,6.7047e-01,6.9255e-01,2.6756e+00,4.7541e+00,3.0432e+01
2.5000e+01,1.0000e+00,4.7529e+00,-1.2296e+05,-1.2297e+05,-4.9950e-02,-1.2297e+05,1.1790e-01,6.9576e+00,1.2190e+05,4.0087e+01,-4.0720e-01,-1.9489e+00,-1.3844e+00,1.8442e-01,1.0570e+00,2.2484e+00,4.4954e+00,2.9065e+01
2.6000e+01,1.0000e+00,4.9336e+00,-1.2283e+05,-1.2284e+05,-5.1948e-02,-1.2284e+05,1.1792e-01,6.9597e+00,1.2188e+05,4.1614e+01,5.3645e-02,-1.3385e+00,-7.0122e-01,1.1106e+00,1.1978e+00,1.9465e+00,4.6132e+00,2.9524e+01
2.7000e+01,1.0000e+00,5.1136e+00,-1.2261e+05,-1.2261e+05,-5.3946e-02,-1.2261e+05,1.1794e-01,6.9617e+00,1.2175e+05,4.3123e+01,-6.4648e-01,-1.7582e+00,-1.9308e-01,-1.3090e-01,1.6414e+00,3.4154e+00,4.5217e+00,2.9744e+01
2.8000e+01,1.0000e+00,5.2930e+00,-1.2249e+05,-1.2250e+05,-5.5944e-02,-1.2250e+05,1.1796e-01,6.9637e+00,1.2153e+05,4.4636e+01,-4.7645e-01,-1.4441e+00,-1.1649e+00,-5.0510e-01,8.6153e-01,2.4015e+00,4.5756e+00,2.9697e+01
2.9000e+01,2.0000e+00,5.4614e+00,-1.2246e+05,-1.2247e+05,-5.7942e-02,-1.2247e+05,1.1797e-01,6.9657e+00,1.2142e+05,4.7686e+01,-8.8369e-01,-1.4861e+00,-1.5409e+00,9.5448e-02,4.1939e-01,1.5366e+00,4.5518e+00,2.9748e+01
3.0000e+01,1.0000e+00,5.6391e+00,-1.2244e+05,-1.2245e+05,-5.9940e-02,-1.2245e+05,1.1799e-01,6.9677e+00,1.2139e+05,4.9238e+01,-9.7703e-01,-1.1445e+00,-7.9029e-01,9.3330e-01,1.3236e+00,3.4561e+00,4.5601e+00,3.0018e+01
3.1000e+01,1.0000e+00,5.8161e+00,-1.2242e+05,-1.2242e+05,-6.1938e-02,-1.2242e+05,1.1801e-01,6.9697e+00,1.2137e+05,5.0747e+01,2.0557e-01,-1.9830e+00,-5.8264e-01,-5.8421e-01,1.7598e-01,2.8147e+00,4.7395e+00,3.0390e+01
