logfeh,logdust,logNpix,tau,dmod,logl
-2.4173e-01,-1.2154e+00,4.0412e+00,3.9972e+00,3.1004e+01,-4.8748e+02
-2.5568e-01,-1.2239e+00,4.0418e+00,3.9906e+00,3.1005e+01,-4.8987e+02
-2.7345e-01,-1.2175e+00,4.0433e+00,3.9738e+00,3.1004e+01,-4.8743e+02
-2.0199e-01,-1.2363e+00,4.0420e+00,3.9933e+00,3.1010e+01,-4.8617e+02
-2.0785e-01,-1.2408e+00,4.0417e+00,3.9990e+00,3.1012e+01,-4.9058e+02
-2.3215e-01,-1.2669e+00,4.0379e+00,3.9848e+00,3.1011e+01,-4.8812e+02
-2.1002e-01,-1.1824e+00,4.0449e+00,3.9790e+00,3.1000e+01,-4.8975e+02
-2.0285e-01,-1.2133e+00,4.0417e+00,3.9923e+00,3.1003e+01,-4.9059e+02
-2.6367e-01,-1.2420e+00,4.0417e+00,3.9884e+00,3.1014e+01,-4.8982e+02
-2.0870e-01,-1.2389e+00,4.0380e+00,3.9999e+00,3.1002e+01,-4.8747e+02
-2.9812e-01,-1.2719e+00,4.0419e+00,3.9954e+00,3.1017e+01,-4.8823e+02
-2.6313e-01,-1.2063e+00,4.0429e+00,3.9903e+00,3.1002e+01,-4.9003e+02
-2.9866e-01,-1.2445e+00,4.0412e+00,3.9957e+00,3.1008e+01,-4.8728e+02
-2.3459e-01,-1.2128e+00,4.0412e+00,3.9929e+00,3.1010e+01,-4.9058e+02
-2.4147e-01,-1.2251e+00,4.0403e+00,3.9993e+00,3.1010e+01,-4.8931e+02
-2.2099e-01,-1.2180e+00,4.0408e+00,3.9918e+00,3.1003e+01,-4.8981e+02
-2.7356e-01,-1.2192e+00,4.0406e+00,3.9916e+00,3.1000e+01,-4.8844e+02
-2.7060e-01,-1.2634e+00,4.0412e+00,3.9849e+00,3.1014e+01,-4.8978e+02
-2.6002e-01,-1.2038e+00,4.0433e+00,3.9920e+00,3.1001e+01,-4.8895e+02
-2.5715e-01,-1.2524e+00,4.0418e+00,3.9966e+00,3.1013e+01,-4.9070e+02
-2.5176e-01,-1.2214e+00,4.0405e+00,3.9980e+00,3.1010e+01,-4.8995e+02
-2.2325e-01,-1.2243e+00,4.0420e+00,3.9882e+00,3.1001e+01,-4.9068e+02
-2.3329e-01,-1.2099e+00,4.0455e+00,3.9790e+00,3.1009e+01,-4.9033e+02
-3.0384e-01,-1.1395e+00,4.0465e+00,3.9731e+00,3.1008e+01,-4.8720e+02
-2.6178e-01,-1.2222e+00,4.0406e+00,3.9994e+00,3.1006e+01,-4.8973e+02
-2.4452e-01,-1.2410e+00,4.0375e+00,3.9982e+00,3.1000e+01,-4.9001e+02
-2.5047e-01,-1.2150e+00,4.0415e+00,3.9984e+00,3.1005e+01,-4.8939e+02
-2.8576e-01,-1.2535e+00,4.0398e+00,3.9941e+00,3.1010e+01,-4.8708e+02
-2.8261e-01,-1.2322e+00,4.0416e+00,3.9844e+00,3.1012e+01,-4.9061e+02
-2.5671e-01,-1.2281e+00,4.0418e+00,3.9983e+00,3.1004e+01,-4.9067e+02
-2.9682e-01,-1.2160e+00,4.0417e+00,3.9983e+00,3.1004e+01,-4.8949e+02
-2.6469e-01,-1.2647e+00,4.0417e+00,3.9912e+00,3.1020e+01,-4.9050e+02
-2.4983e-01,-1.2416e+00,4.0405e+00,3.9997e+00,3.1007e+01,-4.9063e+02
-2.6979e-01,-1.2262e+00,4.0411e+00,3.9997e+00,3.1005e+01,-4.8555e+02
-2.8986e-01,-1.2150e+00,4.0417e+00,3.9890e+00,3.1002e+01,-4.8849e+02
-2.0554e-01,-1.2258e+00,4.0424e+00,3.9915e+00,3.1003e+01,-4.9018e+02
-2.3104e-01,-1.2386e+00,4.0393e+00,3.9954e+00,3.1004e+01,-4.9022e+02
-2.1888e-01,-1.2316e+00,4.0430e+00,3.9924e+00,3.1010e+01,-4.9048e+02
-2.3780e-01,-1.2278e+00,4.0414e+00,3.9793e+00,3.1004e+01,-4.9065e+02
-2.3767e-01,-1.2581e+00,4.0422e+00,3.9947e+00,3.1021e+01,-4.8930e+02
-2.5362e-01,-1.2262e+00,4.0399e+00,3.9969e+00,3.1008e+01,-4.8962e+02
-2.8959e-01,-1.2013e+00,4.0407e+00,3.9900e+00,3.1001e+01,-4.8899e+02
-2.7565e-01,-1.2399e+00,4.0402e+00,3.9946e+00,3.1010e+01,-4.8860e+02
-2.6141e-01,-1.2635e+00,4.0377e+00,3.9986e+00,3.1013e+01,-4.8925e+02
-2.7111e-01,-1.2295e+00,4.0416e+00,3.9954e+00,3.1008e+01,-4.8993e+02
-2.8275e-01,-1.2200e+00,4.0426e+00,3.9853e+00,3.1001e+01,-4.8842e+02
-2.3853e-01,-1.2410e+00,4.0367e+00,3.9999e+00,3.1006e+01,-4.8789e+02
-2.3634e-01,-1.1973e+00,4.0463e+00,3.9858e+00,3.1010e+01,-4.8835e+02
-2.5479e-01,-1.2023e+00,4.0462e+00,3.9761e+00,3.1009e+01,-4.9000e+02
-2.3720e-01,-1.2580e+00,4.0423e+00,3.9943e+00,3.1020e+01,-4.8997e+02
-2.4546e-01,-1.2476e+00,4.0423e+00,3.9791e+00,3.1008e+01,-4.8966e+02
-2.5121e-01,-1.2164e+00,4.0391e+00,3.9977e+00,3.1002e+01,-4.8612e+02
-2.3979e-01,-1.1982e+00,4.0442e+00,3.9844e+00,3.1008e+01,-4.9063e+02
-2.8595e-01,-1.2183e+00,4.0444e+00,3.9921e+00,3.1013e+01,-4.9057e+02
-2.0779e-01,-1.2528e+00,4.0394e+00,3.9983e+00,3.1006e+01,-4.8928e+02
-2.3804e-01,-1.2141e+00,4.0430e+00,3.9890e+00,3.1011e+01,-4.8986e+02
-2.1352e-01,-1.2382e+00,4.0438e+00,3.9954e+00,3.1015e+01,-4.9029e+02
-2.2937e-01,-1.2246e+00,4.0413e+00,3.9783e+00,3.1001e+01,-4.8909e+02
-2.1077e-01,-1.2333e+00,4.0396e+00,3.9757e+00,3.1002e+01,-4.8991e+02
-2.8718e-01,-1.2263e+00,4.0417e+00,3.9923e+00,3.1009e+01,-4.8740e+02
-2.0129e-01,-1.2351e+00,4.0417e+00,3.9933e+00,3.1014e+01,-4.8989e+02
-2.7474e-01,-1.2426e+00,4.0456e+00,3.9959e+00,3.1020e+01,-4.8995e+02
-2.7495e-01,-1.2148e+00,4.0416e+00,3.9825e+00,3.1006e+01,-4.9006e+02
-2.9629e-01,-1.2499e+00,4.0416e+00,3.9975e+00,3.1013e+01,-4.8884e+02
-2.0121e-01,-1.2315e+00,4.0427e+00,3.9919e+00,3.1009e+01,-4.9030e+02
-2.7069e-01,-1.2234e+00,4.0399e+00,3.9911e+00,3.1004e+01,-4.8934e+02
-2.6678e-01,-1.2252e+00,4.0404e+00,3.9980e+00,3.1008e+01,-4.9047e+02
-2.2022e-01,-1.2237e+00,4.0411e+00,3.9993e+00,3.1010e+01,-4.9013e+02
-2.8480e-01,-1.2068e+00,4.0398e+00,3.9947e+00,3.1001e+01,-4.9030e+02
-2.4089e-01,-1.2220e+00,4.0383e+00,3.9863e+00,3.1000e+01,-4.8880e+02
-2.9889e-01,-1.2455e+00,4.0390e+00,3.9975e+00,3.1007e+01,-4.8900e+02
-2.8480e-01,-1.2281e+00,4.0413e+00,3.9833e+00,3.1008e+01,-4.9058e+02
-2.6420e-01,-1.2140e+00,4.0425e+00,3.9989e+00,3.1009e+01,-4.8886e+02
-2.6042e-01,-1.2086e+00,4.0408e+00,3.9911e+00,3.1002e+01,-4.8963e+02
-2.6138e-01,-1.2177e+00,4.0404e+00,3.9979e+00,3.1003e+01,-4.9070e+02
-2.8485e-01,-1.2013e+00,4.0414e+00,3.9928e+00,3.1002e+01,-4.8983e+02
-2.7174e-01,-1.2339e+00,4.0418e+00,3.9925e+00,3.1002e+01,-4.9021e+02
-2.4408e-01,-1.2095e+00,4.0428e+00,3.9795e+00,3.1003e+01,-4.8903e+02
-2.1395e-01,-1.2309e+00,4.0403e+00,3.9977e+00,3.1007e+01,-4.8990e+02
-2.8577e-01,-1.2089e+00,4.0432e+00,3.9902e+00,3.1010e+01,-4.9008e+02
-2.0040e-01,-1.2145e+00,4.0403e+00,3.9965e+00,3.1002e+01,-4.9026e+02
-2.4608e-01,-1.2606e+00,4.0395e+00,3.9990e+00,3.1011e+01,-4.9053e+02
-2.3583e-01,-1.2117e+00,4.0422e+00,3.9938e+00,3.1002e+01,-4.8938e+02
-2.1213e-01,-1.2530e+00,4.0437e+00,3.9962e+00,3.1023e+01,-4.8963e+02
-2.0290e-01,-1.2346e+00,4.0407e+00,3.9821e+00,3.1007e+01,-4.8996e+02
-2.6314e-01,-1.2409e+00,4.0414e+00,3.9876e+00,3.1009e+01,-4.8934e+02
-2.2444e-01,-1.2358e+00,4.0408e+00,3.9966e+00,3.1006e+01,-4.8905e+02
-2.6958e-01,-1.2270e+00,4.0421e+00,3.9941e+00,3.1014e+01,-4.8931e+02
-2.6656e-01,-1.2097e+00,4.0450e+00,3.9734e+00,3.1003e+01,-4.9059e+02
-2.3196e-01,-1.2336e+00,4.0415e+00,3.9936e+00,3.1006e+01,-4.8909e+02
-2.9829e-01,-1.2363e+00,4.0432e+00,3.9900e+00,3.1014e+01,-4.8964e+02
-2.0622e-01,-1.2082e+00,4.0416e+00,3.9853e+00,3.1003e+01,-4.8811e+02
-2.1397e-01,-1.2246e+00,4.0410e+00,3.9920e+00,3.1004e+01,-4.8851e+02
-2.8520e-01,-1.2061e+00,4.0407e+00,3.9997e+00,3.1002e+01,-4.9041e+02
-2.0515e-01,-1.2112e+00,4.0414e+00,3.9947e+00,3.1000e+01,-4.8617e+02
-2.3512e-01,-1.2192e+00,4.0436e+00,3.9838e+00,3.1012e+01,-4.8885e+02
-2.4086e-01,-1.2656e+00,4.0332e+00,3.9828e+00,3.1004e+01,-4.9050e+02
-2.4193e-01,-1.2343e+00,4.0411e+00,3.9961e+00,3.1006e+01,-4.9067e+02
-2.8739e-01,-1.2244e+00,4.0412e+00,3.9882e+00,3.1003e+01,-4.8882e+02
-2.3640e-01,-1.2319e+00,4.0412e+00,3.9945e+00,3.1010e+01,-4.8994e+02
-3.0140e-01,-1.1504e+00,4.0449e+00,3.9656e+00,3.1007e+01,-4.8963e+02
-2.0377e-01,-1.2283e+00,4.0383e+00,3.9998e+00,3.1001e+01,-4.8894e+02
-2.6493e-01,-1.2094e+00,4.0443e+00,3.9882e+00,3.1005e+01,-4.9041e+02
-2.3135e-01,-1.2176e+00,4.0420e+00,3.9858e+00,3.1005e+01,-4.8973e+02
-2.1374e-01,-1.2529e+00,4.0417e+00,3.9899e+00,3.1012e+01,-4.8954e+02
-2.7252e-01,-1.2561e+00,4.0392e+00,3.9752e+00,3.1012e+01,-4.9023e+02
-2.5287e-01,-1.2351e+00,4.0404e+00,3.9892e+00,3.1006e+01,-4.9064e+02
-2.1245e-01,-1.2065e+00,4.0439e+00,3.9804e+00,3.1002e+01,-4.8961e+02
-2.4293e-01,-1.2351e+00,4.0424e+00,3.9827e+00,3.1012e+01,-4.9048e+02
-2.7074e-01,-1.2407e+00,4.0412e+00,3.9928e+00,3.1012e+01,-4.8989e+02
-2.3694e-01,-1.2128e+00,4.0422e+00,3.9946e+00,3.1004e+01,-4.8736e+02
-2.0689e-01,-1.2366e+00,4.0422e+00,3.9805e+00,3.1011e+01,-4.9020e+02
-2.2836e-01,-1.2324e+00,4.0410e+00,3.9992e+00,3.1009e+01,-4.8860e+02
-2.8035e-01,-1.2197e+00,4.0410e+00,3.9991e+00,3.1006e+01,-4.8918e+02
-2.3469e-01,-1.2077e+00,4.0425e+00,3.9947e+00,3.1005e+01,-4.9069e+02
-2.8959e-01,-1.1859e+00,4.0460e+00,3.9932e+00,3.1004e+01,-4.9036e+02
-2.5639e-01,-1.2297e+00,4.0414e+00,3.9980e+00,3.1012e+01,-4.8908e+02
-2.2488e-01,-1.2223e+00,4.0452e+00,3.9928e+00,3.1014e+01,-4.8978e+02
-2.9007e-01,-1.2330e+00,4.0436e+00,3.9825e+00,3.1010e+01,-4.8948e+02
-2.0702e-01,-1.2141e+00,4.0447e+00,3.9873e+00,3.1009e+01,-4.8998e+02
-2.1184e-01,-1.2157e+00,4.0421e+00,3.9922e+00,3.1007e+01,-4.8776e+02
-2.8936e-01,-1.2119e+00,4.0457e+00,3.9759e+00,3.1007e+01,-4.8937e+02
-2.5017e-01,-1.2398e+00,4.0423e+00,3.9913e+00,3.1016e+01,-4.8984e+02
-2.6116e-01,-1.2100e+00,4.0431e+00,3.9903e+00,3.1009e+01,-4.9030e+02
-2.3934e-01,-1.2220e+00,4.0406e+00,3.9908e+00,3.1002e+01,-4.8932e+02
-2.4285e-01,-1.2191e+00,4.0400e+00,3.9929e+00,3.1000e+01,-4.9068e+02
-2.6681e-01,-1.2387e+00,4.0395e+00,3.9775e+00,3.1003e+01,-4.9069e+02
-2.0355e-01,-1.2278e+00,4.0411e+00,3.9991e+00,3.1008e+01,-4.8938e+02
-2.4376e-01,-1.2276e+00,4.0398e+00,3.9879e+00,3.1001e+01,-4.8983e+02
-2.6020e-01,-1.2090e+00,4.0419e+00,3.9792e+00,3.1001e+01,-4.8898e+02
-2.5851e-01,-1.2620e+00,4.0416e+00,3.9811e+00,3.1016e+01,-4.9028e+02
-2.4201e-01,-1.1916e+00,4.0466e+00,3.9777e+00,3.1003e+01,-4.8995e+02
-2.1313e-01,-1.2297e+00,4.0412e+00,3.9845e+00,3.1009e+01,-4.8997e+02
-2.2086e-01,-1.2071e+00,4.0395e+00,3.9953e+00,3.1001e+01,-4.9004e+02
-2.6394e-01,-1.2033e+00,4.0429e+00,3.9905e+00,3.1000e+01,-4.8626e+02
-2.7659e-01,-1.2309e+00,4.0417e+00,3.9838e+00,3.1006e+01,-4.8964e+02
-2.2655e-01,-1.2507e+00,4.0375e+00,3.9985e+00,3.1006e+01,-4.8822e+02
-2.1769e-01,-1.2516e+00,4.0396e+00,3.9992e+00,3.1009e+01,-4.9048e+02
-2.7472e-01,-1.2455e+00,4.0402e+00,3.9889e+00,3.1006e+01,-4.8927e+02
-2.3530e-01,-1.2395e+00,4.0382e+00,3.9999e+00,3.1002e+01,-4.9057e+02
-2.8635e-01,-1.2115e+00,4.0425e+00,3.9724e+00,3.1009e+01,-4.8982e+02
-2.1596e-01,-1.2084e+00,4.0405e+00,3.9952e+00,3.1001e+01,-4.8549e+02
-2.1092e-01,-1.2521e+00,4.0409e+00,3.9989e+00,3.1014e+01,-4.8786e+02
-2.7309e-01,-1.2448e+00,4.0410e+00,3.9893e+00,3.1007e+01,-4.8893e+02
-2.9036e-01,-1.2121e+00,4.0480e+00,3.9674e+00,3.1014e+01,-4.8999e+02
-2.8958e-01,-1.2450e+00,4.0417e+00,3.9855e+00,3.1017e+01,-4.9070e+02
-2.8081e-01,-1.2566e+00,4.0421e+00,3.9947e+00,3.1014e+01,-4.8952e+02
-2.3464e-01,-1.2186e+00,4.0410e+00,3.9945e+00,3.1007e+01,-4.8954e+02
-2.7251e-01,-1.2168e+00,4.0414e+00,3.9898e+00,3.1006e+01,-4.9062e+02
-2.7741e-01,-1.2281e+00,4.0398e+00,3.9958e+00,3.1009e+01,-4.8769e+02
-2.7965e-01,-1.2555e+00,4.0454e+00,3.9847e+00,3.1024e+01,-4.9030e+02
-2.0017e-01,-1.2364e+00,4.0393e+00,3.9892e+00,3.1003e+01,-4.9008e+02
-2.9669e-01,-1.2502e+00,4.0383e+00,3.9988e+00,3.1004e+01,-4.8944e+02
-2.8783e-01,-1.2145e+00,4.0412e+00,3.9983e+00,3.1006e+01,-4.9023e+02
-2.2391e-01,-1.2361e+00,4.0433e+00,3.9943e+00,3.1015e+01,-4.8861e+02
-2.1581e-01,-1.2250e+00,4.0417e+00,3.9778e+00,3.1001e+01,-4.8923e+02
-2.2073e-01,-1.2362e+00,4.0397e+00,3.9932e+00,3.1007e+01,-4.8732e+02
-2.6704e-01,-1.2405e+00,4.0396e+00,3.9997e+00,3.1006e+01,-4.8747e+02
-2.2437e-01,-1.2285e+00,4.0415e+00,3.9902e+00,3.1010e+01,-4.8685e+02
-3.0141e-01,-1.1592e+00,4.0402e+00,3.9928e+00,3.1003e+01,-4.9044e+02
-2.2256e-01,-1.2192e+00,4.0408e+00,3.9799e+00,3.1003e+01,-4.8752e+02
-2.1331e-01,-1.2114e+00,4.0408e+00,3.9959e+00,3.1005e+01,-4.8880e+02
-2.7465e-01,-1.2431e+00,4.0444e+00,3.9861e+00,3.1015e+01,-4.9037e+02
-2.6125e-01,-1.2406e+00,4.0410e+00,3.9953e+00,3.1015e+01,-4.8962e+02
-2.6691e-01,-1.2163e+00,4.0417e+00,3.9899e+00,3.1003e+01,-4.9020e+02
-2.6715e-01,-1.2353e+00,4.0454e+00,3.9797e+00,3.1017e+01,-4.8971e+02
-2.8656e-01,-1.2200e+00,4.0438e+00,3.9777e+00,3.1012e+01,-4.9017e+02
-2.8561e-01,-1.1921e+00,4.0459e+00,3.9899e+00,3.1002e+01,-4.9059e+02
-2.4904e-01,-1.2034e+00,4.0435e+00,3.9879e+00,3.1002e+01,-4.8721e+02
-2.3297e-01,-1.2278e+00,4.0392e+00,3.9995e+00,3.1004e+01,-4.8629e+02
-2.6119e-01,-1.2342e+00,4.0424e+00,3.9914e+00,3.1013e+01,-4.8998e+02
-2.0172e-01,-1.2315e+00,4.0449e+00,3.9749e+00,3.1012e+01,-4.9071e+02
-2.9789e-01,-1.2122e+00,4.0416e+00,3.9937e+00,3.1000e+01,-4.8626e+02
-2.5841e-01,-1.2276e+00,4.0401e+00,3.9933e+00,3.1009e+01,-4.9047e+02
-2.2970e-01,-1.2522e+00,4.0386e+00,3.9993e+00,3.1009e+01,-4.8569e+02
-2.1966e-01,-1.2261e+00,4.0388e+00,3.9777e+00,3.1001e+01,-4.9027e+02
-2.7007e-01,-1.2285e+00,4.0467e+00,3.9649e+00,3.1011e+01,-4.9058e+02
-2.1907e-01,-1.2235e+00,4.0480e+00,3.9951e+00,3.1023e+01,-4.8997e+02
-3.0952e-01,-1.1492e+00,4.0435e+00,3.9814e+00,3.1006e+01,-4.9023e+02
-2.5262e-01,-1.2470e+00,4.0402e+00,3.9949e+00,3.1009e+01,-4.9015e+02
-2.6146e-01,-1.2685e+00,4.0397e+00,3.9934e+00,3.1014e+01,-4.8894e+02
-2.0350e-01,-1.2290e+00,4.0365e+00,3.9989e+00,3.1000e+01,-4.9001e+02
-2.9526e-01,-1.2129e+00,4.0448e+00,3.9796e+00,3.1008e+01,-4.8920e+02
-2.5504e-01,-1.2476e+00,4.0425e+00,3.9939e+00,3.1012e+01,-4.8690e+02
-2.2088e-01,-1.2057e+00,4.0430e+00,3.9854e+00,3.1004e+01,-4.8828e+02
-2.5964e-01,-1.2473e+00,4.0434e+00,3.9910e+00,3.1014e+01,-4.9042e+02
-2.4042e-01,-1.2358e+00,4.0405e+00,3.9935e+00,3.1005e+01,-4.9036e+02
-2.7051e-01,-1.2269e+00,4.0403e+00,3.9995e+00,3.1004e+01,-4.8685e+02
-2.7495e-01,-1.2298e+00,4.0420e+00,3.9961e+00,3.1010e+01,-4.8970e+02
-2.2944e-01,-1.2292e+00,4.0418e+00,3.9799e+00,3.1008e+01,-4.9068e+02
-2.0592e-01,-1.2325e+00,4.0415e+00,3.9883e+00,3.1003e+01,-4.8908e+02
-2.7967e-01,-1.2302e+00,4.0425e+00,3.9939e+00,3.1006e+01,-4.8876e+02
-2.4036e-01,-1.2158e+00,4.0412e+00,3.9929e+00,3.1002e+01,-4.8848e+02
-2.4427e-01,-1.2063e+00,4.0415e+00,3.9910e+00,3.1000e+01,-4.9036e+02
-2.5899e-01,-1.1919e+00,4.0452e+00,3.9936e+00,3.1001e+01,-4.9024e+02
-2.2391e-01,-1.2099e+00,4.0443e+00,3.9930e+00,3.1006e+01,-4.8962e+02
-2.3053e-01,-1.2152e+00,4.0427e+00,3.9916e+00,3.1004e+01,-4.9037e+02
-2.7640e-01,-1.2237e+00,4.0388e+00,3.9972e+00,3.1001e+01,-4.8703e+02
-2.7708e-01,-1.2220e+00,4.0418e+00,3.9923e+00,3.1006e+01,-4.9066e+02
-2.0062e-01,-1.2217e+00,4.0405e+00,3.9948e+00,3.1002e+01,-4.9055e+02
-2.4673e-01,-1.2258e+00,4.0432e+00,3.9984e+00,3.1009e+01,-4.9031e+02
-2.5839e-01,-1.2188e+00,4.0433e+00,3.9955e+00,3.1010e+01,-4.8967e+02
-2.7105e-01,-1.2517e+00,4.0406e+00,3.9679e+00,3.1009e+01,-4.8954e+02
-2.9402e-01,-1.2227e+00,4.0405e+00,3.9969e+00,3.1001e+01,-4.8894e+02
-2.2511e-01,-1.2283e+00,4.0414e+00,3.9854e+00,3.1005e+01,-4.8832e+02
-2.7408e-01,-1.2225e+00,4.0410e+00,3.9878e+00,3.1003e+01,-4.8975e+02
-2.4757e-01,-1.2622e+00,4.0416e+00,3.9846e+00,3.1010e+01,-4.8888e+02
-2.8014e-01,-1.2114e+00,4.0423e+00,3.9983e+00,3.1006e+01,-4.8908e+02
-2.5432e-01,-1.2205e+00,4.0404e+00,3.9917e+00,3.1007e+01,-4.8954e+02
-2.3738e-01,-1.2079e+00,4.0436e+00,3.9899e+00,3.1007e+01,-4.8808e+02
-2.7372e-01,-1.2262e+00,4.0413e+00,3.9891e+00,3.1004e+01,-4.9008e+02
-2.1469e-01,-1.2077e+00,4.0410e+00,3.9950e+00,3.1004e+01,-4.9013e+02
-2.6466e-01,-1.2293e+00,4.0419e+00,3.9752e+00,3.1009e+01,-4.9065e+02
-2.3314e-01,-1.2414e+00,4.0398e+00,3.9943e+00,3.1002e+01,-4.8975e+02
-2.7196e-01,-1.2205e+00,4.0417e+00,3.9866e+00,3.1008e+01,-4.8849e+02
-2.5549e-01,-1.2220e+00,4.0409e+00,3.9973e+00,3.1009e+01,-4.8866e+02
-2.7385e-01,-1.2142e+00,4.0470e+00,3.9744e+00,3.1009e+01,-4.9002e+02
-2.7976e-01,-1.2106e+00,4.0423e+00,3.9962e+00,3.1007e+01,-4.8982e+02
-2.5853e-01,-1.2098e+00,4.0435e+00,3.9709e+00,3.1005e+01,-4.9020e+02
